application_id,race,work_exp,work_industry
3679,White,6.0,Media/Entertainment
3680,White,5.0,Consulting
3681,White,4.0,Nonprofit/Gov
3682,Black,5.0,Technology
3683,,6.0,PE/VC
3684,Asian,6.0,Financial Services
3685,Asian,4.0,PE/VC
3686,,6.0,Nonprofit/Gov
3687,Black,8.0,Investment Banking
3688,Black,6.0,PE/VC
3689,Hispanic,5.0,Financial Services
3690,Asian,5.0,Consulting
3691,Other,5.0,Technology
3692,,5.0,Consulting
3693,,5.0,PE/VC
3694,Asian,6.0,Consulting
3695,Asian,5.0,Investment Management
3696,Asian,5.0,Technology
3697,Black,5.0,Energy
3698,White,7.0,Health Care
3699,Asian,5.0,PE/VC
3700,Asian,3.0,Health Care
3701,,6.0,Consulting
3702,,6.0,CPG
3703,Asian,5.0,Consulting
3704,Black,5.0,Investment Banking
3705,Black,3.0,Technology
3706,Asian,5.0,Nonprofit/Gov
3707,Asian,5.0,Real Estate
3708,,5.0,Nonprofit/Gov
3709,,6.0,Consulting
3710,White,5.0,Investment Banking
3711,Asian,5.0,PE/VC
3712,White,4.0,Financial Services
3713,,5.0,PE/VC
3714,Hispanic,6.0,Technology
3715,White,6.0,Investment Banking
3716,Black,4.0,Consulting
3717,,5.0,PE/VC
3718,Black,7.0,PE/VC
3719,,5.0,Consulting
3720,Asian,5.0,Financial Services
3721,Hispanic,4.0,Consulting
3722,White,5.0,Investment Banking
3723,Hispanic,4.0,PE/VC
3724,Black,5.0,Health Care
3725,Hispanic,5.0,PE/VC
3726,White,5.0,PE/VC
3727,,6.0,Technology
3728,Hispanic,4.0,Consulting
3729,,6.0,Health Care
3730,,4.0,PE/VC
3731,Asian,5.0,Financial Services
3732,,4.0,Consulting
3733,Asian,5.0,Nonprofit/Gov
3734,,6.0,PE/VC
3735,,3.0,PE/VC
3736,Hispanic,5.0,Technology
3737,,4.0,PE/VC
3738,Black,4.0,Consulting
3739,Asian,5.0,Consulting
3740,White,5.0,PE/VC
3741,White,5.0,Technology
3742,White,5.0,PE/VC
3743,Asian,6.0,Consulting
3744,Asian,5.0,Nonprofit/Gov
3745,,4.0,Technology
3746,Asian,7.0,Technology
3747,,4.0,Investment Management
3748,Other,5.0,Consulting
3749,Asian,3.0,Media/Entertainment
3750,Black,5.0,Consulting
3751,Asian,7.0,Consulting
3752,Asian,5.0,Technology
3753,Asian,5.0,Other
3754,Black,4.0,Consulting
3755,Asian,4.0,PE/VC
3756,,5.0,Financial Services
3757,Asian,4.0,Consulting
3758,,6.0,Consulting
3759,White,6.0,Health Care
3760,Asian,6.0,Investment Banking
3761,,6.0,Investment Banking
3762,,4.0,Investment Banking
3763,White,4.0,Investment Management
3764,Asian,5.0,Nonprofit/Gov
3765,,6.0,Investment Banking
3766,White,5.0,Consulting
3767,Hispanic,6.0,Nonprofit/Gov
3768,Black,6.0,Investment Banking
3769,White,2.0,PE/VC
3770,,3.0,Consulting
3771,Hispanic,5.0,Consulting
3772,Other,4.0,Other
3773,Black,3.0,Investment Management
3774,Asian,6.0,Financial Services
3775,White,3.0,Consulting
3776,White,5.0,PE/VC
3777,,4.0,Financial Services
3778,,7.0,Nonprofit/Gov
3779,Asian,4.0,PE/VC
3780,,3.0,PE/VC
3781,Asian,5.0,Consulting
3782,White,5.0,Consulting
3783,Hispanic,6.0,Nonprofit/Gov
3784,,6.0,Consulting
3785,Asian,4.0,Consulting
3786,Black,5.0,Consulting
3787,,6.0,Technology
3788,White,5.0,Consulting
3789,Hispanic,4.0,Health Care
3790,White,5.0,PE/VC
3791,Hispanic,6.0,Technology
3792,,7.0,Consulting
3793,White,6.0,PE/VC
3794,Asian,4.0,Nonprofit/Gov
3795,Black,4.0,Technology
3796,White,6.0,Nonprofit/Gov
3797,White,5.0,PE/VC
3798,Asian,5.0,Financial Services
3799,Black,5.0,PE/VC
3800,,4.0,Technology
3801,,7.0,Nonprofit/Gov
3802,White,7.0,Consulting
3803,White,4.0,Investment Management
3804,Black,4.0,Nonprofit/Gov
3805,Hispanic,4.0,Real Estate
3806,,5.0,Investment Banking
3807,Other,6.0,Consulting
3808,,4.0,Consulting
3809,Asian,4.0,PE/VC
3810,Other,6.0,Financial Services
3811,Asian,5.0,Real Estate
3812,Hispanic,5.0,PE/VC
3813,,5.0,Financial Services
3814,Asian,5.0,PE/VC
3815,Black,5.0,Health Care
3816,White,5.0,Investment Banking
3817,Asian,6.0,Consulting
3818,White,5.0,Real Estate
3819,Black,6.0,Financial Services
3820,White,4.0,PE/VC
3821,Asian,5.0,Nonprofit/Gov
3822,,5.0,Technology
3823,White,5.0,PE/VC
3824,,5.0,Consulting
3825,,5.0,Other
3826,Black,4.0,Other
3827,,5.0,Consulting
3828,White,4.0,Investment Banking
3829,,5.0,CPG
3830,Hispanic,5.0,Consulting
3831,Hispanic,6.0,PE/VC
3832,,4.0,Investment Banking
3833,Asian,4.0,Investment Banking
3834,White,5.0,Other
3835,White,4.0,PE/VC
3836,White,5.0,Other
3837,Hispanic,6.0,Investment Banking
3838,Black,5.0,PE/VC
3839,White,5.0,Investment Management
3840,White,5.0,Consulting
3841,White,7.0,Nonprofit/Gov
3842,,4.0,Other
3843,Asian,6.0,Technology
3844,Other,5.0,Investment Banking
3845,,5.0,PE/VC
3846,White,4.0,Health Care
3847,Hispanic,5.0,PE/VC
3848,,4.0,Health Care
3849,Black,5.0,Technology
3850,Black,3.0,Nonprofit/Gov
3851,Black,6.0,Nonprofit/Gov
3852,Black,7.0,Technology
3853,Black,5.0,Technology
3854,Asian,6.0,Consulting
3855,White,6.0,Nonprofit/Gov
3856,White,6.0,Technology
3857,,4.0,Consulting
3858,Hispanic,5.0,Consulting
3859,White,5.0,Consulting
3860,White,5.0,Financial Services
3861,Hispanic,2.0,Consulting
3862,White,4.0,Health Care
3863,Black,5.0,Technology
3864,Asian,5.0,Investment Management
3865,,5.0,Financial Services
3866,White,6.0,Other
3867,,5.0,Nonprofit/Gov
3868,White,5.0,Consulting
3869,Asian,5.0,Financial Services
3870,,5.0,Technology
3871,Black,5.0,Technology
3872,White,6.0,Health Care
3873,Asian,5.0,PE/VC
3874,White,7.0,Consulting
3875,Hispanic,6.0,Consulting
3876,,5.0,CPG
3877,Asian,4.0,Consulting
3878,Black,5.0,Consulting
3879,White,5.0,Consulting
3880,Black,6.0,Health Care
3881,White,5.0,Energy
3882,Black,4.0,PE/VC
3883,White,5.0,Financial Services
3884,Hispanic,7.0,Health Care
3885,,5.0,Consulting
3886,Asian,5.0,Other
3887,,5.0,Media/Entertainment
3888,White,4.0,PE/VC
3889,Other,6.0,Investment Banking
3890,,5.0,Health Care
3891,White,5.0,Other
3892,Black,6.0,Financial Services
3893,Asian,6.0,PE/VC
3894,,4.0,Real Estate
3895,Black,5.0,Financial Services
3896,Asian,6.0,Consulting
3897,,5.0,Investment Banking
3898,Asian,6.0,Consulting
3899,Black,5.0,Consulting
3900,Asian,6.0,PE/VC
3901,Asian,5.0,Nonprofit/Gov
3902,White,6.0,Consulting
3903,,4.0,CPG
3904,Black,5.0,Other
3905,White,6.0,Real Estate
3906,,7.0,Investment Management
3907,,4.0,PE/VC
3908,Black,3.0,Consulting
3909,Asian,6.0,Financial Services
3910,White,7.0,PE/VC
3911,Asian,6.0,Consulting
3912,Other,4.0,Financial Services
3913,Asian,7.0,CPG
3914,,6.0,Consulting
3915,White,5.0,Consulting
3916,Asian,5.0,Investment Banking
3917,White,3.0,Consulting
3918,Asian,4.0,Financial Services
3919,Asian,4.0,Real Estate
3920,,5.0,Other
3921,Black,6.0,Investment Banking
3922,Black,6.0,Investment Management
3923,Black,6.0,Financial Services
3924,,8.0,Investment Management
3925,White,5.0,PE/VC
3926,White,3.0,Consulting
3927,Other,4.0,Health Care
3928,,4.0,PE/VC
3929,Asian,5.0,Nonprofit/Gov
3930,,4.0,PE/VC
3931,White,5.0,Consulting
3932,White,5.0,Consulting
3933,Asian,6.0,Consulting
3934,Hispanic,5.0,Technology
3935,White,7.0,Investment Management
3936,Hispanic,5.0,Technology
3937,Asian,5.0,Retail
3938,,6.0,Investment Banking
3939,,5.0,Consulting
3940,,5.0,Investment Banking
3941,Black,4.0,Financial Services
3942,Asian,6.0,Real Estate
3943,White,4.0,Investment Banking
3944,,5.0,Nonprofit/Gov
3945,Asian,3.0,PE/VC
3946,,5.0,Investment Banking
3947,Black,4.0,Consulting
3948,Asian,5.0,PE/VC
3949,Asian,5.0,Financial Services
3950,White,6.0,PE/VC
3951,White,5.0,Consulting
3952,,5.0,Nonprofit/Gov
3953,Other,5.0,Technology
3954,Hispanic,4.0,PE/VC
3955,Asian,4.0,Consulting
3956,Hispanic,6.0,PE/VC
3957,White,5.0,Nonprofit/Gov
3958,Asian,3.0,Investment Management
3959,Asian,6.0,Technology
3960,Hispanic,5.0,PE/VC
3961,Black,4.0,Technology
3962,Hispanic,6.0,PE/VC
3963,White,5.0,Consulting
3964,,5.0,Technology
3965,White,6.0,PE/VC
3966,Asian,6.0,PE/VC
3967,,6.0,Nonprofit/Gov
3968,,6.0,Health Care
3969,Asian,4.0,Technology
3970,White,6.0,Consulting
3971,,4.0,Investment Management
3972,,2.0,Financial Services
3973,White,5.0,Consulting
3974,,5.0,Technology
3975,,4.0,Consulting
3976,White,5.0,Investment Banking
3977,White,4.0,CPG
3978,Black,4.0,Investment Banking
3979,Black,4.0,Consulting
3980,Asian,3.0,PE/VC
3981,Hispanic,6.0,Consulting
3982,White,5.0,PE/VC
3983,,6.0,Nonprofit/Gov
3984,Asian,6.0,PE/VC
3985,Black,6.0,Nonprofit/Gov
3986,White,6.0,Media/Entertainment
3987,,7.0,Nonprofit/Gov
3988,,6.0,Investment Management
3989,,3.0,Consulting
3990,Asian,5.0,Nonprofit/Gov
3991,White,7.0,Health Care
3992,,5.0,Consulting
3993,Black,6.0,Consulting
3994,Black,7.0,Technology
3995,,4.0,Consulting
3996,White,4.0,Technology
3997,Black,4.0,Financial Services
3998,White,7.0,Technology
3999,,3.0,Real Estate
4000,Black,5.0,PE/VC
4001,Asian,3.0,Consulting
4002,Asian,8.0,Consulting
4003,,4.0,Technology
4004,,6.0,Consulting
4005,White,5.0,PE/VC
4006,White,6.0,Investment Banking
4007,Asian,5.0,Consulting
4008,White,6.0,Investment Banking
4009,,6.0,Investment Banking
4010,White,5.0,Consulting
4011,Hispanic,4.0,Financial Services
4012,Hispanic,6.0,CPG
4013,White,5.0,Media/Entertainment
4014,Black,6.0,Consulting
4015,White,5.0,CPG
4016,Asian,6.0,Consulting
4017,Black,6.0,Technology
4018,Asian,3.0,Consulting
4019,White,5.0,Technology
4020,,7.0,Nonprofit/Gov
4021,,4.0,Technology
4022,White,4.0,Real Estate
4023,,6.0,PE/VC
4024,Asian,5.0,Other
4025,Asian,4.0,PE/VC
4026,Black,4.0,Consulting
4027,Black,6.0,Consulting
4028,Asian,6.0,Health Care
4029,Hispanic,5.0,Consulting
4030,Asian,4.0,Financial Services
4031,Asian,6.0,Technology
4032,White,5.0,Nonprofit/Gov
4033,White,5.0,Other
4034,Black,4.0,PE/VC
4035,Asian,5.0,PE/VC
4036,,6.0,Real Estate
4037,White,8.0,Nonprofit/Gov
4038,White,6.0,Other
4039,,5.0,Consulting
4040,Other,3.0,PE/VC
4041,Hispanic,5.0,PE/VC
4042,White,6.0,Technology
4043,Hispanic,3.0,Consulting
4044,Asian,3.0,Nonprofit/Gov
4045,White,5.0,Investment Banking
4046,Hispanic,5.0,Investment Banking
4047,,6.0,Investment Banking
4048,White,6.0,Nonprofit/Gov
4049,White,7.0,Nonprofit/Gov
4050,Other,5.0,Nonprofit/Gov
4051,White,6.0,Nonprofit/Gov
4052,Black,4.0,Technology
4053,,3.0,Technology
4054,,5.0,Consulting
4055,White,4.0,Investment Banking
4056,Black,5.0,Consulting
4057,Asian,6.0,CPG
4058,,5.0,Consulting
4059,Asian,6.0,Nonprofit/Gov
4060,Black,6.0,Real Estate
4061,,5.0,Investment Banking
4062,,6.0,PE/VC
4063,Black,6.0,Investment Banking
4064,Hispanic,5.0,Consulting
4065,White,7.0,Other
4066,Other,6.0,Other
4067,Asian,5.0,Financial Services
4068,Asian,5.0,Financial Services
4069,,5.0,Consulting
4070,Hispanic,6.0,PE/VC
4071,White,3.0,PE/VC
4072,,6.0,Investment Management
4073,White,3.0,Nonprofit/Gov
4074,Black,2.0,Consulting
4075,White,6.0,Financial Services
4076,White,5.0,Consulting
4077,Hispanic,4.0,Technology
4078,,4.0,Health Care
4079,Black,6.0,Consulting
4080,Asian,6.0,Consulting
4081,Black,5.0,Health Care
4082,White,5.0,Health Care
4083,,7.0,Financial Services
4084,Asian,5.0,Technology
4085,,4.0,PE/VC
4086,Asian,3.0,Other
4087,,4.0,Technology
4088,Hispanic,6.0,Technology
4089,,5.0,Consulting
4090,Hispanic,4.0,Consulting
4091,Black,6.0,Investment Banking
4092,Asian,4.0,Investment Management
4093,,5.0,Technology
4094,,4.0,Other
4095,,6.0,Investment Banking
4096,,5.0,Consulting
4097,Asian,7.0,Consulting
4098,White,5.0,CPG
4099,Black,4.0,Consulting
4100,,4.0,Nonprofit/Gov
4101,White,5.0,Consulting
4102,Asian,6.0,PE/VC
4103,Asian,4.0,Consulting
4104,,4.0,Technology
4105,Black,5.0,Nonprofit/Gov
4106,Other,5.0,Financial Services
4107,White,6.0,Investment Banking
4108,Other,6.0,Financial Services
4109,,4.0,Financial Services
4110,,5.0,Nonprofit/Gov
4111,Asian,4.0,Financial Services
4112,White,6.0,Technology
4113,Hispanic,6.0,Nonprofit/Gov
4114,,4.0,CPG
4115,Hispanic,7.0,PE/VC
4116,White,6.0,Investment Management
4117,,4.0,Technology
4118,Other,5.0,Technology
4119,Hispanic,5.0,Consulting
4120,White,6.0,Technology
4121,Asian,4.0,Consulting
4122,White,6.0,Consulting
4123,Hispanic,6.0,Other
4124,Black,6.0,Investment Management
4125,Asian,6.0,Nonprofit/Gov
4126,,6.0,Financial Services
4127,,5.0,Consulting
4128,Black,6.0,PE/VC
4129,Asian,5.0,Consulting
4130,Asian,6.0,Investment Banking
4131,Hispanic,5.0,PE/VC
4132,Black,5.0,Consulting
4133,White,5.0,PE/VC
4134,Asian,6.0,Financial Services
4135,Black,6.0,Consulting
4136,White,4.0,Energy
4137,Hispanic,6.0,Financial Services
4138,,5.0,Technology
4139,,5.0,Consulting
4140,,5.0,PE/VC
4141,Black,4.0,Consulting
4142,White,5.0,Consulting
4143,,5.0,Technology
4144,Asian,5.0,PE/VC
4145,Asian,5.0,Technology
4146,White,6.0,Other
4147,Asian,5.0,Consulting
4148,,5.0,Consulting
4149,White,5.0,Health Care
4150,Black,6.0,Consulting
4151,,5.0,Investment Banking
4152,Asian,4.0,PE/VC
4153,,5.0,Investment Banking
4154,Black,3.0,Investment Banking
4155,,6.0,PE/VC
4156,White,5.0,Investment Banking
4157,Asian,5.0,Nonprofit/Gov
4158,White,5.0,Other
4159,Other,3.0,Financial Services
4160,White,4.0,Financial Services
4161,,5.0,PE/VC
4162,Hispanic,6.0,Consulting
4163,Asian,3.0,PE/VC
4164,Asian,5.0,Financial Services
4165,Hispanic,6.0,PE/VC
4166,White,6.0,Investment Banking
4167,Black,4.0,Consulting
4168,Hispanic,6.0,Investment Banking
4169,Asian,6.0,Nonprofit/Gov
4170,,5.0,PE/VC
4171,Asian,5.0,Health Care
4172,Hispanic,8.0,Health Care
4173,,5.0,Technology
4174,Asian,4.0,Financial Services
4175,Black,4.0,Investment Banking
4176,,6.0,Retail
4177,Asian,6.0,PE/VC
4178,Other,4.0,Health Care
4179,Asian,4.0,Investment Management
4180,,5.0,Investment Banking
4181,White,4.0,Financial Services
4182,White,6.0,Consulting
4183,,7.0,Financial Services
4184,,5.0,Consulting
4185,Black,4.0,PE/VC
4186,Other,7.0,Consulting
4187,Black,6.0,Investment Management
4188,Black,6.0,Financial Services
4189,,5.0,PE/VC
4190,Asian,6.0,Consulting
4191,,5.0,Investment Banking
4192,Other,6.0,Other
4193,,4.0,Health Care
4194,,6.0,Real Estate
4195,White,5.0,Investment Banking
4196,Asian,4.0,PE/VC
4197,Black,6.0,Consulting
4198,White,5.0,Investment Banking
4199,,4.0,Consulting
4200,Hispanic,4.0,Consulting
4201,Black,4.0,Consulting
4202,,4.0,Consulting
4203,Asian,5.0,Consulting
4204,White,5.0,Technology
4205,,6.0,Consulting
4206,White,5.0,CPG
4207,,5.0,Consulting
4208,Asian,3.0,Nonprofit/Gov
4209,White,4.0,Investment Banking
4210,,4.0,Technology
4211,Black,6.0,Technology
4212,White,5.0,Nonprofit/Gov
4213,Hispanic,6.0,PE/VC
4214,Asian,5.0,Technology
4215,Asian,5.0,Nonprofit/Gov
4216,Hispanic,3.0,Nonprofit/Gov
4217,,6.0,PE/VC
4218,Black,7.0,Consulting
4219,White,4.0,Consulting
4220,Asian,4.0,PE/VC
4221,Asian,4.0,Other
4222,Asian,4.0,Consulting
4223,White,5.0,Technology
4224,,7.0,Financial Services
4225,Asian,6.0,Consulting
4226,Asian,6.0,Energy
4227,,5.0,Technology
4228,Asian,4.0,Consulting
4229,Black,4.0,Other
4230,,5.0,Consulting
4231,White,4.0,Health Care
4232,,5.0,Consulting
4233,Asian,6.0,Consulting
4234,Asian,4.0,Nonprofit/Gov
4235,Hispanic,5.0,Consulting
4236,,4.0,Energy
4237,Black,5.0,Nonprofit/Gov
4238,White,6.0,PE/VC
4239,,7.0,Nonprofit/Gov
4240,Asian,5.0,PE/VC
4241,Asian,5.0,Consulting
4242,White,6.0,Nonprofit/Gov
4243,White,5.0,Technology
4244,,5.0,Technology
4245,Black,5.0,Consulting
4246,,4.0,PE/VC
4247,White,3.0,PE/VC
4248,Hispanic,4.0,Health Care
4249,Asian,5.0,PE/VC
4250,,6.0,Technology
4251,Asian,5.0,Consulting
4252,Asian,5.0,Health Care
4253,,3.0,Consulting
4254,White,4.0,Technology
4255,Asian,5.0,Other
4256,White,6.0,Technology
4257,Hispanic,5.0,Consulting
4258,Hispanic,4.0,PE/VC
4259,Black,5.0,Health Care
4260,White,4.0,Retail
4261,,6.0,Other
4262,Other,4.0,Consulting
4263,White,5.0,Consulting
4264,White,4.0,Nonprofit/Gov
4265,Black,4.0,Investment Banking
4266,,5.0,Consulting
4267,Asian,7.0,Other
4268,,5.0,Investment Banking
4269,White,4.0,Consulting
4270,White,5.0,Nonprofit/Gov
4271,Asian,4.0,PE/VC
4272,Hispanic,6.0,PE/VC
4273,Black,5.0,Financial Services
4274,Other,5.0,Nonprofit/Gov
4275,Other,4.0,Investment Banking
4276,Other,6.0,Financial Services
4277,,6.0,PE/VC
4278,Asian,6.0,CPG
4279,White,5.0,Consulting
4280,White,5.0,CPG
4281,Hispanic,5.0,Consulting
4282,,4.0,Nonprofit/Gov
4283,,3.0,Nonprofit/Gov
4284,White,6.0,Other
4285,White,6.0,Financial Services
4286,,7.0,Technology
4287,White,4.0,PE/VC
4288,Other,5.0,Nonprofit/Gov
4289,Asian,5.0,Consulting
4290,Asian,5.0,Technology
4291,,6.0,Investment Banking
4292,,5.0,Consulting
4293,Black,6.0,Consulting
4294,,6.0,Health Care
4295,,4.0,Other
4296,,5.0,Consulting
4297,Black,5.0,Nonprofit/Gov
4298,,5.0,Investment Banking
4299,White,5.0,Health Care
4300,White,4.0,Investment Management
4301,Asian,5.0,Consulting
4302,White,5.0,Consulting
4303,White,7.0,Technology
4304,,6.0,Consulting
4305,Asian,3.0,Technology
4306,Black,3.0,Other
4307,White,5.0,Nonprofit/Gov
4308,Black,6.0,Consulting
4309,White,5.0,Other
4310,,3.0,Consulting
4311,,6.0,Investment Banking
4312,White,4.0,Other
4313,White,4.0,PE/VC
4314,Other,6.0,Financial Services
4315,Hispanic,5.0,Consulting
4316,White,4.0,Nonprofit/Gov
4317,Asian,6.0,Consulting
4318,Black,5.0,Consulting
4319,White,5.0,Consulting
4320,Hispanic,5.0,PE/VC
4321,,5.0,Investment Banking
4322,,4.0,PE/VC
4323,Hispanic,3.0,PE/VC
4324,Other,4.0,Investment Banking
4325,,6.0,Technology
4326,White,5.0,Investment Management
4327,Other,4.0,Consulting
4328,,6.0,PE/VC
4329,Asian,6.0,Investment Banking
4330,,5.0,Consulting
4331,White,5.0,Financial Services
4332,Hispanic,6.0,Nonprofit/Gov
4333,,3.0,PE/VC
4334,,4.0,Financial Services
4335,Asian,5.0,Health Care
4336,White,6.0,Financial Services
4337,Asian,4.0,PE/VC
4338,White,5.0,Consulting
4339,Black,4.0,Retail
4340,Other,3.0,Technology
4341,Asian,5.0,PE/VC
4342,Black,6.0,Investment Banking
4343,Black,5.0,Nonprofit/Gov
4344,,5.0,Real Estate
4345,Other,6.0,Consulting
4346,,6.0,Real Estate
4347,,4.0,PE/VC
4348,Hispanic,6.0,PE/VC
4349,,5.0,Financial Services
4350,White,5.0,Technology
4351,Other,6.0,Health Care
4352,White,5.0,Other
4353,Asian,3.0,Other
4354,White,5.0,CPG
4355,White,6.0,Consulting
4356,White,6.0,Consulting
4357,Black,6.0,PE/VC
4358,,5.0,Consulting
4359,Hispanic,5.0,Consulting
4360,Asian,6.0,Consulting
4361,Black,7.0,Consulting
4362,Asian,5.0,Technology
4363,,6.0,Consulting
4364,White,5.0,Technology
4365,White,6.0,Financial Services
4366,Black,4.0,Health Care
4367,Asian,6.0,Nonprofit/Gov
4368,,5.0,PE/VC
4369,Asian,6.0,Consulting
4370,Asian,6.0,PE/VC
4371,White,5.0,Nonprofit/Gov
4372,Other,5.0,Consulting
4373,Asian,4.0,Consulting
4374,,5.0,Nonprofit/Gov
4375,Black,3.0,Investment Banking
4376,,5.0,Nonprofit/Gov
4377,,5.0,CPG
4378,White,4.0,Health Care
4379,Black,7.0,Financial Services
4380,Asian,4.0,PE/VC
4381,White,5.0,Financial Services
4382,,5.0,Financial Services
4383,Black,5.0,PE/VC
4384,Asian,5.0,Nonprofit/Gov
4385,Other,5.0,Real Estate
4386,White,5.0,Other
4387,White,4.0,PE/VC
4388,,6.0,Other
4389,,5.0,Consulting
4390,White,4.0,Technology
4391,,4.0,Investment Banking
4392,Hispanic,4.0,Consulting
4393,White,7.0,Investment Banking
4394,,4.0,Consulting
4395,Asian,6.0,Consulting
4396,Asian,6.0,Consulting
4397,Hispanic,5.0,Investment Banking
4398,Asian,6.0,Consulting
4399,,4.0,Other
4400,White,5.0,Technology
4401,Hispanic,5.0,PE/VC
4402,Asian,6.0,Financial Services
4403,White,6.0,Nonprofit/Gov
4404,Hispanic,5.0,Consulting
4405,Asian,5.0,Retail
4406,White,4.0,Nonprofit/Gov
4407,,5.0,Consulting
4408,,6.0,Nonprofit/Gov
4409,White,7.0,Financial Services
4410,,4.0,Nonprofit/Gov
4411,Black,6.0,Investment Banking
4412,Asian,5.0,Investment Banking
4413,White,4.0,Health Care
4414,Hispanic,4.0,Technology
4415,,5.0,Consulting
4416,Black,6.0,CPG
4417,White,5.0,Investment Banking
4418,Black,5.0,Consulting
4419,Asian,5.0,Other
4420,White,7.0,PE/VC
4421,White,6.0,Consulting
4422,Hispanic,4.0,Consulting
4423,White,5.0,PE/VC
4424,Asian,5.0,Technology
4425,Black,6.0,PE/VC
4426,,7.0,Health Care
4427,,4.0,Nonprofit/Gov
4428,,6.0,Other
4429,Asian,3.0,Health Care
4430,Asian,3.0,Consulting
4431,,5.0,Consulting
4432,White,4.0,PE/VC
4433,Other,5.0,PE/VC
4434,,5.0,PE/VC
4435,Hispanic,5.0,Nonprofit/Gov
4436,Black,4.0,Financial Services
4437,Asian,6.0,Investment Management
4438,Black,5.0,Consulting
4439,Hispanic,5.0,PE/VC
4440,Asian,5.0,Consulting
4441,Hispanic,5.0,Financial Services
4442,White,6.0,CPG
4443,White,4.0,Financial Services
4444,Asian,6.0,Health Care
4445,White,3.0,Consulting
4446,White,6.0,Consulting
4447,Other,5.0,CPG
4448,,6.0,Technology
4449,,4.0,Financial Services
4450,White,5.0,Consulting
4451,White,6.0,Investment Banking
4452,White,6.0,Nonprofit/Gov
4453,Hispanic,4.0,Nonprofit/Gov
4454,,4.0,Consulting
4455,,6.0,Energy
4456,Asian,5.0,Consulting
4457,Hispanic,6.0,Consulting
4458,Black,5.0,Energy
4459,White,5.0,Technology
4460,,7.0,Health Care
4461,White,5.0,PE/VC
4462,Other,7.0,Other
4463,,5.0,Consulting
4464,,6.0,Consulting
4465,White,6.0,Investment Banking
4466,,5.0,Consulting
4467,Black,6.0,Investment Management
4468,Hispanic,4.0,Health Care
4469,Black,5.0,Other
4470,White,4.0,Other
4471,Hispanic,3.0,Investment Management
4472,Asian,3.0,Health Care
4473,White,5.0,Consulting
4474,,5.0,Investment Management
4475,Asian,4.0,PE/VC
4476,White,3.0,Health Care
4477,White,4.0,Consulting
4478,Black,5.0,PE/VC
4479,White,6.0,Technology
4480,,3.0,Investment Banking
4481,Black,6.0,Technology
4482,Black,6.0,Financial Services
4483,Black,4.0,Consulting
4484,Hispanic,3.0,CPG
4485,Other,4.0,Other
4486,,2.0,Other
4487,Black,4.0,PE/VC
4488,White,6.0,Media/Entertainment
4489,White,6.0,Consulting
4490,White,6.0,Financial Services
4491,Hispanic,5.0,Other
4492,,4.0,Financial Services
4493,Hispanic,4.0,Consulting
4494,White,4.0,Nonprofit/Gov
4495,Hispanic,5.0,Investment Management
4496,Hispanic,7.0,Health Care
4497,,5.0,Other
4498,Other,5.0,Other
4499,Asian,6.0,Health Care
4500,White,6.0,Technology
4501,Other,5.0,Consulting
4502,White,4.0,Investment Banking
4503,,7.0,Other
4504,,4.0,Health Care
4505,,4.0,Other
4506,,5.0,Other
4507,White,6.0,Technology
4508,White,4.0,Other
4509,Asian,3.0,Technology
4510,Asian,5.0,Nonprofit/Gov
4511,White,6.0,Nonprofit/Gov
4512,Asian,6.0,Investment Banking
4513,White,7.0,Consulting
4514,White,5.0,Technology
4515,,5.0,Media/Entertainment
4516,Asian,6.0,Investment Management
4517,Black,5.0,Consulting
4518,White,6.0,Investment Banking
4519,Asian,5.0,Nonprofit/Gov
4520,,6.0,Nonprofit/Gov
4521,,6.0,Real Estate
4522,Black,4.0,Consulting
4523,White,5.0,Nonprofit/Gov
4524,Black,4.0,PE/VC
4525,Asian,6.0,Consulting
4526,,5.0,Media/Entertainment
4527,Hispanic,5.0,Health Care
4528,Hispanic,5.0,Technology
4529,,5.0,Health Care
4530,White,4.0,Real Estate
4531,,6.0,Technology
4532,Black,5.0,Investment Banking
4533,,6.0,Consulting
4534,Black,7.0,Consulting
4535,White,7.0,Consulting
4536,,4.0,Financial Services
4537,Black,6.0,Consulting
4538,,4.0,Technology
4539,Asian,4.0,Health Care
4540,,6.0,Nonprofit/Gov
4541,,5.0,Health Care
4542,White,5.0,Financial Services
4543,,5.0,Investment Banking
4544,White,4.0,Technology
4545,White,7.0,Consulting
4546,White,5.0,Nonprofit/Gov
4547,Black,5.0,Financial Services
4548,,2.0,Nonprofit/Gov
4549,,7.0,Nonprofit/Gov
4550,White,5.0,Nonprofit/Gov
4551,Hispanic,5.0,Consulting
4552,Black,5.0,Consulting
4553,Hispanic,6.0,PE/VC
4554,,5.0,PE/VC
4555,Asian,6.0,Real Estate
4556,White,6.0,Investment Banking
4557,Black,5.0,Consulting
4558,Hispanic,3.0,Financial Services
4559,,5.0,PE/VC
4560,Asian,4.0,Investment Banking
4561,,5.0,Other
4562,,5.0,Other
4563,Other,6.0,PE/VC
4564,White,4.0,Consulting
4565,,7.0,Investment Banking
4566,Hispanic,6.0,Nonprofit/Gov
4567,,5.0,Technology
4568,Black,3.0,Other
4569,White,7.0,Financial Services
4570,White,3.0,Consulting
4571,Asian,7.0,PE/VC
4572,,4.0,Nonprofit/Gov
4573,Hispanic,6.0,PE/VC
4574,,5.0,Investment Management
4575,White,4.0,Consulting
4576,White,5.0,Other
