international,application_id,gender,major,work_industry,admission
False,4461,Male,STEM,PE/VC,
False,3616,Female,Business,Technology,Admit
False,5279,Male,STEM,Nonprofit/Gov,
False,6167,Female,Business,Investment Banking,
False,3655,Female,Business,Consulting,
True,747,Female,Humanities,Investment Banking,Admit
False,4897,Male,Business,Consulting,
False,3302,Male,Humanities,CPG,
False,389,Female,Humanities,Investment Management,
True,5438,Male,STEM,Consulting,
True,78,Male,Humanities,Nonprofit/Gov,
True,1674,Male,Business,Health Care,
False,1813,Male,Humanities,Other,
False,2640,Female,Humanities,Nonprofit/Gov,
True,1993,Female,STEM,Consulting,
False,4165,Male,Humanities,PE/VC,
True,1491,Male,Business,PE/VC,
False,965,Female,Humanities,Financial Services,
False,1264,Female,Business,Financial Services,
False,501,Female,Business,Financial Services,
False,2128,Male,Humanities,Consulting,
True,5834,Female,Humanities,Technology,
False,5121,Male,Business,Consulting,
True,3995,Female,Business,Consulting,
False,5492,Male,Humanities,Health Care,
False,2028,Male,STEM,Consulting,
False,985,Male,Humanities,Nonprofit/Gov,
False,5917,Male,Humanities,Financial Services,
False,4659,Female,Humanities,PE/VC,Admit
True,4230,Male,Business,Consulting,
True,3845,Female,Business,PE/VC,
False,3652,Female,STEM,PE/VC,
True,2719,Male,Humanities,Nonprofit/Gov,
True,1769,Male,Humanities,PE/VC,
False,1304,Male,Business,Consulting,
True,358,Female,Humanities,Consulting,Admit
False,535,Female,Humanities,Investment Banking,Admit
False,5829,Male,Humanities,Financial Services,
False,1562,Male,STEM,Investment Management,
True,3283,Female,Business,Financial Services,
False,2022,Female,Humanities,PE/VC,
False,3990,Male,Humanities,Nonprofit/Gov,
True,3475,Female,STEM,Consulting,
True,4700,Female,Business,Retail,
False,3312,Female,Humanities,Consulting,
True,5547,Male,Humanities,Consulting,
False,2138,Male,Humanities,PE/VC,
False,4838,Female,Humanities,Financial Services,
True,6030,Male,STEM,Technology,
False,221,Male,Humanities,Other,
True,4650,Female,Humanities,Consulting,
False,1178,Female,STEM,Retail,
True,2711,Female,Business,Consulting,
False,3371,Male,Business,Investment Banking,
True,1987,Female,Humanities,Financial Services,Admit
False,4557,Female,STEM,Consulting,
False,3628,Male,Business,PE/VC,
False,5859,Male,STEM,Nonprofit/Gov,
False,5889,Male,Humanities,Health Care,
True,1951,Male,STEM,Technology,
False,5422,Female,Humanities,Consulting,
False,1345,Female,Humanities,Consulting,
False,329,Male,STEM,Other,
False,2331,Female,STEM,Health Care,
True,4053,Male,STEM,Technology,
False,4748,Male,Business,Consulting,
False,3288,Male,STEM,Technology,
False,897,Male,Humanities,Technology,Admit
True,4814,Female,Business,Technology,
True,3489,Male,STEM,Investment Management,
False,6104,Female,Business,Investment Banking,Admit
True,3365,Male,Humanities,Financial Services,
False,3459,Male,Business,Consulting,
False,631,Male,Humanities,Consulting,
False,2747,Female,Humanities,Other,
False,863,Male,STEM,Nonprofit/Gov,
False,3720,Female,Business,Financial Services,
False,4730,Male,Business,Nonprofit/Gov,
False,4603,Female,STEM,Investment Management,
False,1146,Female,Business,Investment Banking,
True,3665,Female,Humanities,Financial Services,
False,3017,Male,Humanities,Consulting,
False,4216,Female,STEM,Nonprofit/Gov,Admit
False,1597,Male,STEM,Technology,
False,2416,Female,Humanities,Financial Services,
False,6070,Female,Business,PE/VC,
False,1444,Male,STEM,Health Care,
True,840,Female,STEM,Investment Banking,Waitlist
True,3377,Male,Humanities,Investment Banking,
False,5749,Male,Business,CPG,
False,1460,Male,STEM,Technology,
False,671,Male,Business,Health Care,
True,4882,Male,Business,CPG,
False,57,Male,Business,Consulting,
False,412,Female,Business,Consulting,Admit
True,452,Male,Business,Consulting,
False,4073,Female,Humanities,Nonprofit/Gov,Admit
True,2191,Female,Humanities,Financial Services,
True,3364,Male,Business,PE/VC,Admit
False,4222,Female,Business,Consulting,
False,2532,Male,Humanities,PE/VC,
True,5255,Male,Business,Other,
False,3170,Male,Humanities,Nonprofit/Gov,Admit
False,2951,Male,Business,Investment Banking,
False,5964,Male,STEM,Technology,
True,380,Male,Humanities,Technology,
False,4348,Female,STEM,PE/VC,
True,186,Male,Humanities,Other,Admit
True,4506,Male,Humanities,Other,
True,1116,Male,Humanities,Consulting,
False,2553,Male,Humanities,Consulting,
False,3382,Female,STEM,Technology,
True,4474,Male,Humanities,Investment Management,Admit
True,2568,Male,Humanities,Other,
False,4412,Male,Business,Investment Banking,
False,5211,Male,Humanities,Real Estate,
False,4154,Male,Business,Investment Banking,
True,6031,Male,STEM,PE/VC,
False,4478,Male,Business,PE/VC,Admit
False,4900,Male,STEM,Health Care,
False,5220,Female,Business,Technology,
False,6176,Female,Humanities,Technology,Admit
False,623,Male,STEM,CPG,
False,3166,Male,Humanities,Financial Services,
False,1172,Female,Humanities,CPG,
False,3172,Male,Humanities,Financial Services,Admit
False,321,Male,Business,Investment Banking,
False,4634,Female,STEM,PE/VC,
True,4109,Female,Humanities,Financial Services,
False,132,Male,Humanities,Other,
False,2286,Male,STEM,Consulting,
False,3153,Male,Humanities,Other,Admit
True,2007,Male,Business,Financial Services,Admit
False,4498,Male,STEM,Other,Admit
True,2483,Male,Humanities,Health Care,
False,6174,Female,Humanities,Consulting,
False,402,Male,STEM,PE/VC,
True,73,Female,STEM,PE/VC,Admit
True,2034,Male,Humanities,Technology,
False,2491,Male,Humanities,Health Care,
False,5922,Male,Humanities,Consulting,
True,340,Male,Humanities,Consulting,
False,2056,Male,Humanities,Consulting,
True,3813,Male,Humanities,Financial Services,
False,2364,Male,STEM,Investment Banking,
False,5175,Female,Humanities,CPG,
True,2549,Female,Business,Technology,
False,4290,Male,Humanities,Technology,
False,3767,Male,STEM,Nonprofit/Gov,
True,5873,Female,Humanities,Technology,
False,5443,Female,STEM,PE/VC,
False,2944,Female,Humanities,CPG,
False,3394,Female,Humanities,Nonprofit/Gov,Admit
False,171,Female,Humanities,CPG,Admit
True,693,Male,Business,Technology,
False,5183,Male,STEM,Other,
False,6081,Female,Humanities,Financial Services,
False,1705,Female,Humanities,Nonprofit/Gov,
False,3973,Male,Business,Consulting,
True,3372,Female,Business,Consulting,
True,2094,Female,Humanities,Other,
False,1931,Female,STEM,Nonprofit/Gov,
False,2243,Female,Humanities,Investment Banking,
True,5464,Male,STEM,Consulting,
False,3128,Female,STEM,Consulting,
False,6180,Female,Humanities,Nonprofit/Gov,
False,3855,Male,STEM,Nonprofit/Gov,
True,2957,Female,Business,PE/VC,
False,5120,Male,STEM,Consulting,
False,4084,Male,Humanities,Technology,
False,95,Female,Humanities,Other,Admit
True,5900,Female,Humanities,Consulting,
False,1170,Female,STEM,Technology,Admit
True,3920,Male,Humanities,Other,
True,4415,Male,Business,Consulting,
False,5180,Male,Humanities,CPG,
False,5592,Male,STEM,Investment Banking,
False,2848,Female,Humanities,Other,
False,4000,Male,Humanities,PE/VC,
False,6003,Male,Humanities,Other,
False,527,Male,Humanities,Technology,
False,4336,Female,Business,Financial Services,
False,3306,Male,Humanities,Consulting,
False,3159,Female,Humanities,Retail,Admit
True,4464,Male,Humanities,Consulting,
False,4617,Female,Humanities,Financial Services,
False,1690,Female,Humanities,Investment Management,
True,716,Male,Business,Nonprofit/Gov,
True,203,Male,Humanities,Consulting,
False,5627,Male,Business,PE/VC,
False,2816,Male,Humanities,Consulting,
False,3841,Female,Humanities,Nonprofit/Gov,
False,2004,Female,Humanities,Consulting,
False,3301,Male,Humanities,Consulting,
False,2589,Male,STEM,Investment Banking,Admit
True,4574,Male,Humanities,Investment Management,
True,4588,Male,Humanities,Consulting,
False,3070,Female,Business,Consulting,
False,1518,Male,Humanities,Consulting,
True,5341,Male,Humanities,Real Estate,
True,3043,Female,Humanities,Technology,
False,4364,Male,Business,Technology,
False,3019,Male,Business,Investment Banking,
True,922,Female,Business,Investment Management,Admit
False,3755,Male,Humanities,PE/VC,
False,2270,Female,Humanities,Consulting,
False,6074,Male,Humanities,Investment Banking,
False,998,Male,Humanities,Technology,
True,5806,Male,STEM,Financial Services,
False,5994,Male,STEM,Consulting,
False,688,Male,Humanities,Consulting,
False,1596,Male,STEM,Technology,Admit
False,5725,Male,Business,Other,
False,3868,Male,STEM,Consulting,
False,5007,Female,STEM,Technology,
False,6185,Male,STEM,Health Care,
True,2909,Female,Business,Technology,
True,5646,Male,Humanities,Consulting,
True,652,Male,Business,Consulting,Admit
True,2112,Male,Humanities,PE/VC,
False,3676,Male,Business,Nonprofit/Gov,
False,5617,Male,STEM,Investment Management,
False,2087,Male,Business,Other,
True,1615,Female,Humanities,Consulting,
False,1795,Female,Business,Other,
True,5949,Male,Humanities,Nonprofit/Gov,
False,6122,Female,Business,Consulting,
False,2830,Male,Humanities,Other,Waitlist
False,5575,Female,Business,PE/VC,
True,2867,Male,STEM,Investment Banking,
False,4896,Male,Humanities,Nonprofit/Gov,
False,3490,Female,STEM,Consulting,
False,2805,Male,STEM,Consulting,
True,1396,Male,STEM,Consulting,Admit
False,5635,Male,STEM,Consulting,
False,274,Male,STEM,Investment Banking,
False,2790,Male,Humanities,Consulting,Admit
False,2925,Male,Humanities,Technology,
False,4966,Male,Humanities,Nonprofit/Gov,
False,1858,Male,Humanities,PE/VC,Admit
False,345,Female,Humanities,Financial Services,Admit
False,1286,Male,STEM,Consulting,
False,326,Male,Humanities,Health Care,
True,4781,Female,Business,Consulting,
False,3831,Female,Business,PE/VC,
False,3803,Male,Humanities,Investment Management,
False,5264,Female,Business,Investment Banking,
True,1761,Male,Humanities,Technology,Admit
True,5478,Female,Business,Consulting,
False,2463,Male,Business,Investment Banking,
True,2029,Male,Business,Consulting,
False,710,Female,Humanities,Consulting,Waitlist
False,3955,Female,STEM,Consulting,Admit
True,3458,Male,Business,Consulting,Admit
True,1767,Female,Business,Nonprofit/Gov,
False,1926,Male,STEM,PE/VC,
False,513,Female,STEM,Nonprofit/Gov,
False,2777,Male,STEM,Consulting,
True,3566,Male,STEM,Investment Management,
False,2334,Male,Business,CPG,Admit
True,1540,Male,Business,Other,
True,2279,Male,STEM,Consulting,Admit
False,2443,Male,STEM,Financial Services,Waitlist
True,5041,Male,Humanities,Consulting,
False,4456,Male,Business,Consulting,
False,3147,Male,Business,Consulting,
False,2710,Female,Business,Health Care,
False,640,Male,STEM,Health Care,
False,616,Female,Humanities,PE/VC,
False,5809,Male,STEM,Financial Services,
False,1457,Female,Humanities,PE/VC,Waitlist
True,5603,Male,Humanities,Consulting,
False,1714,Male,STEM,PE/VC,Admit
True,3022,Male,Humanities,Financial Services,
False,3896,Female,STEM,Consulting,
True,5304,Female,Business,Consulting,
False,2796,Male,Humanities,Health Care,
False,3036,Female,Business,Investment Banking,Admit
True,2232,Male,Business,Technology,
True,2375,Female,Humanities,Consulting,
False,2118,Male,STEM,Real Estate,
True,2353,Female,Humanities,Consulting,
True,4431,Male,STEM,Consulting,
False,885,Male,Business,Financial Services,
True,4454,Male,Business,Consulting,
False,727,Male,STEM,Financial Services,
False,3875,Female,Humanities,Consulting,Admit
False,5020,Male,Humanities,Consulting,
False,4317,Female,Humanities,Consulting,
False,1874,Male,Humanities,PE/VC,
False,4623,Male,STEM,PE/VC,
False,2280,Female,Humanities,Other,
False,2206,Male,Business,Consulting,
False,1105,Female,Humanities,Consulting,
False,283,Male,Business,Investment Banking,Admit
False,4331,Male,Humanities,Financial Services,
False,3769,Male,STEM,PE/VC,
True,3894,Female,Business,Real Estate,
False,678,Female,Humanities,Consulting,Waitlist
False,1359,Female,Humanities,Investment Banking,
True,3485,Male,Business,CPG,
False,1983,Male,Humanities,Other,
True,3633,Female,STEM,Other,
False,178,Male,Humanities,Other,
False,2774,Male,Business,Health Care,
False,4159,Male,Humanities,Financial Services,
True,3487,Male,Business,CPG,Admit
False,3021,Male,STEM,PE/VC,Admit
False,2642,Female,STEM,Consulting,
False,5011,Male,Business,Consulting,
False,3298,Female,Business,Technology,
True,2963,Female,Humanities,Consulting,
False,6015,Female,Business,Investment Banking,
False,4468,Female,Humanities,Health Care,
False,2157,Male,Humanities,PE/VC,
False,422,Male,Humanities,Investment Banking,
False,2448,Female,Business,Nonprofit/Gov,
True,3233,Male,STEM,Other,
False,5735,Female,STEM,Technology,Admit
False,433,Male,Humanities,Consulting,
False,2175,Female,Humanities,Consulting,
False,1962,Female,Humanities,PE/VC,
True,959,Male,Business,PE/VC,
True,6125,Female,STEM,PE/VC,
True,3734,Male,Humanities,PE/VC,
False,1221,Male,STEM,Nonprofit/Gov,
True,5488,Female,STEM,CPG,
True,1541,Female,Business,Consulting,
False,5342,Male,Business,Technology,
False,6153,Female,Business,Other,Admit
False,5228,Female,STEM,Nonprofit/Gov,
False,3556,Male,Business,Investment Management,
True,2412,Female,Humanities,Investment Banking,
False,2471,Male,Business,Other,
True,5436,Female,Humanities,Technology,
True,6025,Male,Business,Investment Banking,
False,6013,Male,Humanities,Investment Banking,
False,5999,Male,Business,Consulting,
False,951,Male,Business,Financial Services,
False,3615,Female,STEM,Investment Banking,
False,4718,Male,Humanities,PE/VC,Admit
False,6020,Female,STEM,Investment Banking,
True,2724,Female,Humanities,Consulting,
True,591,Male,Business,Nonprofit/Gov,
False,182,Male,STEM,Investment Management,
False,2037,Male,Business,PE/VC,
False,5508,Male,STEM,Consulting,
False,4380,Female,Business,PE/VC,
False,3122,Male,Business,Investment Management,
False,4181,Male,Humanities,Financial Services,
False,2020,Female,Business,Consulting,
True,5082,Female,Business,Technology,
True,957,Female,Business,PE/VC,
True,2938,Female,Humanities,PE/VC,
False,1383,Female,Business,Investment Banking,
False,880,Male,STEM,PE/VC,Waitlist
False,1259,Male,Humanities,Investment Banking,
False,1060,Female,STEM,PE/VC,
True,1682,Male,STEM,Health Care,
False,6119,Male,STEM,Financial Services,
False,4819,Male,Business,Consulting,
True,5209,Female,STEM,PE/VC,
True,4694,Male,STEM,PE/VC,
False,2084,Female,Humanities,CPG,
False,4641,Male,Humanities,Technology,
False,2021,Female,Humanities,Technology,
False,4221,Male,STEM,Other,
False,1055,Male,Humanities,Technology,Admit
False,4144,Male,Humanities,PE/VC,Admit
False,2968,Male,Humanities,Investment Banking,
True,1350,Male,STEM,Technology,
False,2781,Male,Business,Technology,Waitlist
False,5427,Male,Business,PE/VC,
False,309,Male,STEM,Health Care,
False,4160,Male,Humanities,Financial Services,
True,4652,Male,Business,Nonprofit/Gov,
True,564,Female,STEM,Other,Admit
True,58,Female,Business,Health Care,Admit
True,4915,Male,Humanities,Financial Services,Admit
False,4672,Female,Business,Consulting,
False,5959,Female,Humanities,Consulting,
False,5554,Male,Humanities,Financial Services,
False,5208,Male,Humanities,Other,
False,5750,Male,STEM,Consulting,
False,988,Female,STEM,Real Estate,
False,5638,Female,Humanities,Technology,
False,2975,Male,STEM,PE/VC,
False,5391,Male,Humanities,Consulting,
False,5500,Male,Humanities,Investment Banking,
False,5766,Male,Humanities,Media/Entertainment,
True,5601,Male,Business,Consulting,
False,5511,Female,Business,Financial Services,
False,1732,Male,STEM,Health Care,
False,4741,Female,STEM,Other,
True,5200,Female,Humanities,Technology,
False,2789,Female,Humanities,Technology,
False,183,Male,Humanities,Consulting,Admit
True,2598,Male,STEM,Technology,
False,1027,Female,Business,Nonprofit/Gov,
False,2713,Female,STEM,Consulting,
False,2969,Male,Humanities,Nonprofit/Gov,
False,6080,Male,STEM,Other,
True,6193,Male,Business,Other,
False,1736,Male,Humanities,Nonprofit/Gov,
True,5446,Male,Humanities,Nonprofit/Gov,
False,3570,Male,Business,Consulting,
True,1642,Male,STEM,Technology,
False,5430,Female,Humanities,Health Care,
False,3245,Male,STEM,PE/VC,
False,5808,Female,Business,Investment Banking,
False,1003,Female,Humanities,Nonprofit/Gov,
True,5953,Male,STEM,Consulting,
False,2001,Female,STEM,Investment Management,
False,2622,Female,Humanities,Consulting,Admit
False,1508,Male,Business,PE/VC,Admit
False,4369,Male,Humanities,Consulting,
True,5316,Male,Humanities,Other,
False,144,Male,STEM,Nonprofit/Gov,
False,4209,Male,Business,Investment Banking,
True,1309,Male,STEM,Other,
True,6069,Male,Humanities,Consulting,
False,4307,Female,Business,Nonprofit/Gov,
True,3747,Female,Business,Investment Management,Admit
False,4315,Male,Humanities,Consulting,
False,684,Male,Humanities,Technology,
False,6105,Male,Humanities,Consulting,
True,4567,Female,STEM,Technology,
True,249,Male,STEM,Consulting,
False,1805,Male,Humanities,Financial Services,
True,1397,Male,Business,Technology,
True,5247,Male,Business,Investment Banking,
False,414,Male,Business,PE/VC,
False,4731,Male,Humanities,Investment Banking,
True,2308,Male,Humanities,Consulting,
False,2290,Male,Humanities,PE/VC,
False,5319,Male,Business,Technology,
False,3601,Female,Humanities,Consulting,
False,3434,Male,Humanities,PE/VC,
False,445,Female,Humanities,Investment Management,Admit
