major,gpa,work_exp,admission,application_id
Business,3.08,4.0,,4738
Humanities,3.21,6.0,,3880
Humanities,2.92,4.0,,994
Humanities,3.12,4.0,,2450
Business,3.06,5.0,,3864
Humanities,3.15,5.0,,4389
STEM,3.25,6.0,,5167
Humanities,3.15,6.0,,190
STEM,3.26,4.0,Admit,1182
STEM,3.31,5.0,Admit,5240
Humanities,3.03,5.0,Admit,387
Business,3.21,6.0,,263
STEM,3.21,6.0,,4600
Business,3.23,5.0,Admit,4180
STEM,3.26,5.0,,2529
Humanities,3.42,4.0,,3343
Business,3.55,4.0,,5232
Humanities,3.11,5.0,,340
Humanities,3.17,5.0,,2962
Humanities,3.43,5.0,,3376
Business,3.15,5.0,,3879
Business,3.05,6.0,,6122
Humanities,3.5,7.0,,4183
STEM,3.21,3.0,,5820
Humanities,3.18,5.0,,1214
Business,3.31,6.0,Admit,1620
STEM,3.07,4.0,,1016
Humanities,3.45,4.0,Waitlist,678
Business,3.17,3.0,,5069
Business,3.3,3.0,Admit,1
Humanities,3.35,5.0,,3960
STEM,3.25,4.0,,5325
STEM,3.17,5.0,,958
Business,3.29,4.0,,4228
Humanities,3.04,6.0,,1071
Humanities,2.93,4.0,Admit,44
STEM,3.33,4.0,,2469
Business,3.15,7.0,,1298
STEM,3.31,7.0,,3061
STEM,3.13,5.0,,2903
Humanities,2.94,5.0,,5739
STEM,3.28,4.0,,2701
Business,3.11,4.0,,4816
STEM,3.46,4.0,,3046
STEM,3.25,4.0,,5286
Business,3.18,5.0,,1621
Humanities,3.25,3.0,Admit,1021
Business,3.43,3.0,Waitlist,6007
Business,3.17,4.0,,5190
Humanities,3.43,5.0,,5814
Humanities,3.18,4.0,,774
Business,3.06,5.0,,3441
Business,3.1,5.0,,4245
STEM,3.45,3.0,,1628
Business,3.17,4.0,,79
Humanities,3.36,2.0,,133
STEM,3.14,5.0,,4243
Business,3.24,6.0,,4975
Business,3.19,5.0,Admit,224
Humanities,3.36,5.0,,1394
STEM,3.42,3.0,Admit,289
STEM,3.43,6.0,Admit,3300
Business,3.07,5.0,,3150
Humanities,3.19,6.0,,3668
Humanities,3.33,5.0,,239
STEM,3.21,7.0,,3047
Business,3.38,6.0,,2893
Business,3.21,4.0,,1857
STEM,3.01,5.0,,745
Humanities,3.27,5.0,,5815
STEM,3.24,6.0,,1685
STEM,3.2,4.0,,1548
STEM,3.11,6.0,,5086
Humanities,3.38,5.0,Admit,100
STEM,3.45,4.0,,2856
Business,3.33,5.0,,2332
Humanities,3.6,5.0,Admit,4223
Humanities,3.13,4.0,,3131
Business,3.26,4.0,,1681
STEM,3.1,6.0,,4197
Humanities,3.41,4.0,,5352
Business,3.39,6.0,Admit,5606
STEM,3.13,6.0,,5361
Humanities,3.64,6.0,,22
Humanities,3.1,6.0,,5383
Business,3.08,5.0,,930
Humanities,3.26,6.0,Admit,5236
STEM,3.37,6.0,,2429
Business,3.22,5.0,,2273
STEM,3.43,6.0,Admit,1596
STEM,3.37,4.0,,571
Business,3.16,4.0,,3065
STEM,3.28,5.0,,5447
Humanities,3.0,7.0,,3543
Business,3.2,6.0,,1476
Humanities,3.45,3.0,Admit,40
Business,3.1,6.0,,2906
Business,3.44,5.0,Admit,4478
STEM,3.2,6.0,,1855
Humanities,2.82,6.0,,1633
Humanities,3.19,6.0,,850
STEM,3.57,6.0,,1771
STEM,3.71,6.0,,223
Humanities,3.21,5.0,,5640
Business,3.26,5.0,,6045
Business,3.39,4.0,,1049
STEM,3.23,4.0,,1235
STEM,3.17,5.0,,3806
STEM,2.95,4.0,,2814
STEM,3.48,4.0,,1423
Humanities,3.17,5.0,,5756
Business,3.54,7.0,,5616
Humanities,3.35,5.0,,943
Business,2.93,6.0,,2471
Business,3.32,5.0,,2910
Business,3.36,5.0,,2513
Humanities,3.09,4.0,,3457
Humanities,3.29,6.0,,1881
STEM,3.09,5.0,,5957
Humanities,3.41,4.0,,5856
Business,3.29,5.0,,2250
Business,3.07,3.0,,1942
STEM,3.16,4.0,,1826
Business,3.16,5.0,,3102
Humanities,3.43,5.0,Admit,1697
Business,3.08,5.0,,5310
STEM,3.25,5.0,,2423
STEM,3.42,5.0,,1721
Business,3.36,5.0,,3386
STEM,3.24,7.0,Admit,3998
STEM,2.82,6.0,,1278
Business,3.27,4.0,,4178
Humanities,3.04,6.0,,5282
Humanities,3.37,7.0,,1265
Humanities,3.18,5.0,,1862
STEM,3.12,6.0,,5759
Humanities,3.22,5.0,,5943
Humanities,2.87,5.0,,5031
STEM,3.08,6.0,,5152
Humanities,3.16,3.0,,1960
Humanities,3.15,6.0,,401
Business,3.34,6.0,,4499
Humanities,3.13,4.0,,4969
Humanities,3.15,4.0,,568
Business,3.13,4.0,,4390
Business,3.66,5.0,Admit,5910
Humanities,3.34,6.0,,4904
Humanities,3.35,6.0,,1730
STEM,3.17,6.0,,3984
STEM,3.06,6.0,,4618
Business,3.29,5.0,,5890
STEM,3.32,4.0,,3888
Business,3.14,5.0,,3154
Business,2.99,4.0,,5716
STEM,3.27,6.0,,4820
Business,3.29,5.0,,947
STEM,3.27,4.0,Admit,3280
STEM,3.3,4.0,,3832
Humanities,3.28,5.0,,2010
Business,3.18,5.0,,1943
Humanities,3.2,3.0,,3670
Humanities,3.2,4.0,,1186
Business,3.0,4.0,,1692
Humanities,3.21,5.0,,2255
STEM,3.15,5.0,,6116
Humanities,3.52,5.0,,5762
Business,3.17,4.0,,2448
Humanities,3.39,5.0,Admit,65
STEM,3.21,6.0,,2732
Business,3.4,6.0,Waitlist,2482
Business,3.49,5.0,,5163
STEM,2.86,5.0,,5488
Humanities,3.3,7.0,Admit,887
Business,3.04,6.0,,1767
STEM,3.18,7.0,,4742
Humanities,3.13,5.0,,1716
Business,3.33,6.0,,2634
Business,2.86,5.0,,3897
Humanities,3.17,4.0,,3648
Business,3.31,6.0,,5070
Humanities,3.61,6.0,Admit,254
STEM,3.3,6.0,,5379
Humanities,3.39,6.0,Admit,1900
Business,3.21,7.0,,3395
Business,3.21,5.0,,2307
Business,3.2,5.0,,3033
Humanities,3.37,4.0,Admit,3222
Business,3.13,6.0,,1693
Humanities,3.3,5.0,,3680
Humanities,3.2,5.0,,2925
STEM,3.12,5.0,,1444
Humanities,3.24,6.0,,656
Humanities,3.34,4.0,,5849
Humanities,3.11,6.0,,4277
Business,3.57,4.0,Admit,1118
Business,3.04,5.0,,281
Business,3.28,5.0,,4792
Humanities,3.2,3.0,,1253
Humanities,3.39,6.0,,3981
STEM,3.46,6.0,,3694
Humanities,3.34,5.0,,3330
Business,3.65,5.0,,5427
Business,3.45,3.0,,4652
Humanities,3.33,5.0,,555
STEM,3.42,4.0,,834
Humanities,3.35,6.0,Admit,3598
Humanities,3.41,5.0,Admit,5144
Business,3.17,4.0,,6018
Humanities,2.99,5.0,,2483
STEM,3.46,7.0,Admit,441
Humanities,3.15,5.0,,5197
STEM,3.36,7.0,,2118
STEM,3.31,4.0,,4935
Humanities,3.35,3.0,Waitlist,461
Humanities,3.43,5.0,,3748
STEM,3.26,6.0,,4348
STEM,3.19,6.0,,1939
Humanities,3.33,5.0,,5141
Business,3.39,5.0,,4501
STEM,3.2,5.0,,4552
Humanities,3.36,5.0,,3076
STEM,3.23,4.0,,1512
STEM,3.36,5.0,,5992
Humanities,3.32,3.0,,2632
Humanities,3.12,8.0,,5928
Business,3.28,5.0,,1277
Humanities,3.01,5.0,,1871
STEM,3.26,4.0,,5437
Business,3.32,6.0,,2369
Business,3.49,4.0,,3305
Humanities,3.38,5.0,,3031
Humanities,3.09,5.0,,2881
Humanities,3.06,5.0,,6184
Humanities,3.38,5.0,,1153
Humanities,3.37,5.0,,1618
Humanities,3.38,6.0,Admit,5095
STEM,3.3,6.0,,4416
Business,3.42,3.0,Admit,2725
STEM,3.27,5.0,,4542
Humanities,3.23,7.0,Admit,94
STEM,3.55,5.0,,1920
Humanities,3.25,4.0,,5700
Business,3.32,4.0,,137
STEM,3.38,5.0,Admit,2854
Humanities,3.25,5.0,Admit,1957
STEM,3.38,4.0,,4199
Humanities,3.1,7.0,,4020
Business,2.99,5.0,,5689
Humanities,3.28,3.0,,5261
STEM,3.42,5.0,,3425
Humanities,3.3,5.0,,1546
STEM,3.25,6.0,,3321
Humanities,3.08,7.0,,2640
STEM,3.21,5.0,,4232
Business,3.17,5.0,,4528
Humanities,3.24,4.0,,3971
STEM,3.57,6.0,Admit,1079
STEM,3.05,5.0,,2017
STEM,3.39,5.0,,727
Humanities,3.35,5.0,,3838
Humanities,3.14,8.0,,4941
Business,3.12,4.0,,3536
STEM,3.39,5.0,Admit,5056
Business,3.01,6.0,,5575
STEM,3.23,6.0,,189
Humanities,2.98,6.0,,5841
Business,3.35,6.0,,781
STEM,2.97,4.0,,92
STEM,3.19,5.0,,1749
STEM,3.23,5.0,,1527
Humanities,3.3,6.0,,3051
Humanities,3.32,6.0,,1958
Humanities,3.45,5.0,Admit,2410
STEM,3.39,6.0,,3896
Humanities,3.0,4.0,,5678
Business,3.36,6.0,Admit,2334
Humanities,3.39,5.0,,5804
Humanities,3.25,5.0,,3871
Humanities,3.14,5.0,,3934
STEM,3.1,4.0,Admit,80
STEM,3.24,4.0,,2919
Humanities,3.07,5.0,,2280
STEM,3.43,5.0,,3029
STEM,3.28,4.0,,4373
STEM,2.98,5.0,,6135
STEM,3.14,4.0,,1786
Humanities,3.43,5.0,Admit,1360
Humanities,2.95,4.0,,295
STEM,3.37,6.0,,4134
STEM,3.22,6.0,,372
Humanities,3.21,4.0,,4021
Humanities,3.2,5.0,,5061
STEM,3.15,4.0,,3903
STEM,3.17,4.0,,3274
Business,3.43,5.0,,4296
Humanities,3.22,4.0,,5572
STEM,3.3,5.0,,1551
Business,3.24,5.0,,5193
Humanities,2.96,4.0,,5489
STEM,3.18,3.0,,4973
STEM,2.95,5.0,,1974
STEM,3.45,3.0,,1602
Humanities,3.09,5.0,,1667
STEM,3.01,6.0,,4113
STEM,3.09,5.0,,5907
STEM,3.32,3.0,,3989
Humanities,3.23,7.0,,6187
Humanities,3.15,6.0,,5878
Business,2.95,4.0,,4882
Business,3.21,5.0,Admit,2064
Humanities,3.14,6.0,,91
Humanities,2.98,5.0,,2552
Business,3.31,6.0,,5322
Humanities,3.25,5.0,,3740
STEM,3.07,5.0,,2665
STEM,3.58,5.0,Admit,2279
Humanities,3.37,4.0,,5782
STEM,3.28,5.0,,436
Humanities,3.51,6.0,,4525
Humanities,3.18,5.0,,5334
STEM,3.38,5.0,,811
Business,2.96,5.0,,3370
STEM,3.06,5.0,,1931
Business,3.28,6.0,,1179
Humanities,3.18,6.0,,5386
Humanities,3.45,5.0,,2516
Business,3.02,4.0,,736
Humanities,3.26,5.0,,860
Humanities,3.15,5.0,,5560
Humanities,3.31,6.0,,3889
Business,3.01,5.0,,586
STEM,2.88,5.0,,5657
STEM,3.2,5.0,,5438
STEM,3.17,4.0,Admit,166
Humanities,2.97,4.0,,3730
Business,3.07,4.0,,419
Humanities,3.19,5.0,,3383
Business,3.34,6.0,,5493
Humanities,3.19,6.0,,1772
STEM,3.31,5.0,,5731
STEM,3.09,2.0,,4980
Business,3.46,5.0,Admit,21
Business,3.14,5.0,,2824
STEM,3.08,4.0,,2025
Humanities,3.13,4.0,,5252
Business,3.26,5.0,Admit,807
STEM,3.18,5.0,,2501
Business,3.26,6.0,,3146
Business,3.3,6.0,Admit,2907
Humanities,3.32,6.0,,3666
Humanities,3.65,6.0,,3588
Humanities,3.24,3.0,,1832
Humanities,3.15,6.0,,89
Humanities,3.28,5.0,Admit,3904
Business,3.13,5.0,,4139
STEM,3.12,5.0,,5526
STEM,3.2,6.0,,1980
STEM,3.0,5.0,,1753
STEM,3.44,5.0,,967
Humanities,3.4,5.0,,127
Humanities,3.18,5.0,,4727
STEM,2.98,6.0,,2179
Humanities,2.96,3.0,,1372
Business,3.1,6.0,,6137
STEM,3.23,4.0,Admit,1297
STEM,3.37,6.0,,2941
Humanities,3.11,5.0,,1775
Business,3.12,3.0,,6114
Humanities,3.37,6.0,,6006
STEM,3.31,7.0,Admit,2108
Business,3.37,4.0,,5053
STEM,3.13,6.0,,513
Business,3.53,5.0,Admit,1497
Business,3.3,4.0,,5034
Business,3.11,5.0,,420
Humanities,3.32,4.0,,5941
Business,3.19,4.0,,5901
STEM,3.42,5.0,,4746
Humanities,3.12,5.0,,2023
Humanities,3.55,7.0,Admit,4361
Humanities,3.27,5.0,,3858
Humanities,3.33,6.0,,5917
Humanities,3.31,5.0,Admit,5899
Humanities,3.21,2.0,,4966
Business,3.15,6.0,,2168
Humanities,3.43,7.0,,3910
Business,2.99,3.0,,4353
STEM,3.24,3.0,,2417
Humanities,3.2,6.0,,2216
STEM,3.17,4.0,,4295
STEM,2.97,4.0,,1037
Humanities,3.22,4.0,,5020
STEM,3.16,5.0,,5956
Humanities,3.49,5.0,Admit,2461
Business,3.48,4.0,,5780
STEM,3.16,5.0,,1280
STEM,3.09,4.0,,3930
Business,3.08,7.0,,5472
STEM,3.38,4.0,Admit,5761
Business,3.23,5.0,,1773
STEM,3.06,6.0,Admit,465
STEM,3.3,5.0,,3887
Business,3.18,5.0,,2152
STEM,3.63,7.0,,5248
STEM,3.16,6.0,,4521
Humanities,3.3,4.0,,2295
STEM,3.16,5.0,,309
Business,3.29,5.0,,1092
STEM,2.9,5.0,Waitlist,773
STEM,3.21,5.0,Admit,6169
STEM,3.43,4.0,,5028
Humanities,3.28,6.0,,5089
STEM,3.21,4.0,,550
Business,3.58,6.0,,857
Business,3.22,7.0,,3141
Humanities,3.24,5.0,,1652
Business,3.24,4.0,,2744
Humanities,3.37,5.0,Admit,4299
STEM,3.36,4.0,,4201
Business,2.86,3.0,,2174
Humanities,3.26,4.0,Admit,787
STEM,3.41,5.0,,3650
Humanities,3.03,4.0,,952
Business,3.05,6.0,,1726
Humanities,3.18,5.0,,5450
STEM,3.12,5.0,,2777
STEM,3.06,5.0,,500
Humanities,3.27,6.0,,699
STEM,3.15,4.0,,4530
Business,3.37,4.0,,5737
Humanities,3.42,6.0,Admit,2246
Business,3.28,6.0,Admit,483
Humanities,3.19,4.0,,1743
STEM,3.28,5.0,,6044
Humanities,3.1,6.0,,2430
Business,3.35,5.0,,3052
Business,3.02,7.0,,4267
Humanities,3.35,7.0,,5148
Humanities,3.5,5.0,Admit,4474
STEM,3.3,7.0,,2317
Humanities,3.39,4.0,,4196
Humanities,2.96,5.0,,5465
STEM,3.25,4.0,,1032
Humanities,3.32,6.0,,5339
STEM,3.32,5.0,Admit,1714
STEM,3.54,5.0,,188
Humanities,3.16,5.0,,2801
STEM,3.37,5.0,,2333
STEM,3.08,4.0,,3062
Humanities,2.99,6.0,,946
Humanities,3.22,6.0,,5206
Humanities,3.5,5.0,Admit,3949
STEM,3.23,3.0,,2324
Business,3.27,5.0,,1933
Business,3.16,4.0,,2178
Business,3.38,4.0,Admit,2708
Humanities,3.24,4.0,,3685
STEM,3.17,4.0,,4683
Business,3.1,3.0,,2070
Humanities,3.5,7.0,,3746
Humanities,3.15,3.0,,2759
Business,3.36,4.0,,5002
Business,3.6,5.0,Admit,1076
Business,3.5,5.0,,3171
STEM,3.2,5.0,,194
Business,3.45,5.0,,4335
Humanities,3.15,5.0,,5518
STEM,3.38,5.0,,670
Business,3.29,4.0,,5714
STEM,3.31,5.0,,2143
STEM,3.26,6.0,,4985
STEM,3.13,4.0,,4522
Business,3.29,4.0,Admit,122
STEM,3.19,4.0,,2680
Business,3.22,4.0,,424
Humanities,3.3,5.0,,1498
Business,3.37,6.0,,5360
Humanities,3.18,5.0,,4397
Humanities,3.31,5.0,,977
Humanities,3.11,7.0,,3107
Business,3.22,5.0,,1229
Humanities,3.17,5.0,,933
STEM,3.18,7.0,,475
Humanities,3.39,5.0,,6079
Business,3.33,6.0,Admit,1508
Humanities,3.5,3.0,Admit,3068
Business,3.19,5.0,,6136
STEM,3.16,7.0,,614
Humanities,3.05,5.0,,701
Humanities,3.26,4.0,,5558
Humanities,3.25,7.0,,1986
Humanities,3.59,3.0,Admit,4974
Humanities,3.29,5.0,,4769
Humanities,3.3,4.0,,1797
Business,3.46,4.0,Admit,5868
STEM,3.5,4.0,,5181
Humanities,3.25,4.0,,1219
Business,3.38,5.0,Admit,2742
Business,3.21,5.0,,4301
Business,3.11,5.0,,2635
Business,3.46,4.0,Admit,4100
STEM,3.25,4.0,,5075
STEM,3.11,5.0,,202
Humanities,3.5,7.0,,5094
Humanities,3.26,4.0,,1614
Business,3.2,5.0,,2402
Business,3.21,4.0,,5774
Business,3.52,6.0,Admit,3044
STEM,3.06,3.0,,3584
Humanities,3.13,5.0,,6130
Business,3.37,4.0,Admit,5663
Business,3.24,4.0,,5428
Humanities,3.34,4.0,Admit,131
STEM,3.41,5.0,Admit,1388
Humanities,3.3,6.0,Waitlist,1457
Business,3.54,4.0,Admit,434
Humanities,3.26,6.0,,101
Humanities,3.28,5.0,,2373
Humanities,3.35,6.0,,1757
STEM,3.31,7.0,,5671
Business,3.16,3.0,,1503
Business,3.09,6.0,,4862
Business,3.48,4.0,,1728
Humanities,3.37,4.0,Waitlist,466
Business,3.38,6.0,,4814
Humanities,3.27,4.0,,5245
Humanities,3.2,7.0,,2593
STEM,3.28,5.0,Admit,4161
STEM,3.2,4.0,,1567
Humanities,3.08,2.0,,3972
Business,3.25,5.0,,1971
Business,3.36,4.0,Admit,2730
STEM,3.29,4.0,,4394
Humanities,3.11,3.0,,5403
Humanities,3.29,5.0,Admit,897
STEM,3.01,4.0,,3809
Business,3.12,6.0,,3950
Humanities,3.26,3.0,,5316
STEM,3.39,6.0,Admit,4293
Business,3.44,6.0,,5893
Business,3.3,4.0,,313
Humanities,3.36,5.0,,1630
Business,3.03,4.0,,447
Business,3.18,4.0,,3147
Business,3.05,5.0,,4934
STEM,3.19,6.0,,5618
Business,3.28,5.0,,4519
STEM,3.16,7.0,,3629
STEM,3.01,7.0,,4677
Business,3.3,3.0,,4071
Business,3.36,5.0,,6022
STEM,3.11,6.0,,1258
Business,3.06,6.0,,5297
Business,3.39,5.0,Admit,3227
Humanities,3.27,5.0,,5083
Business,3.24,5.0,,2146
Humanities,3.38,4.0,,3365
STEM,3.12,7.0,,2787
Business,3.19,6.0,,4628
STEM,3.31,5.0,,2372
Humanities,3.19,5.0,,3004
STEM,3.26,5.0,,4777
STEM,3.26,6.0,Admit,722
STEM,3.21,6.0,Admit,482
Humanities,3.07,5.0,,2555
Business,3.04,6.0,,4961
STEM,3.2,5.0,,3566
Humanities,3.09,5.0,,5852
Humanities,3.44,4.0,,5058
Humanities,3.17,6.0,,6014
STEM,3.24,5.0,,3695
Humanities,3.23,5.0,,4255
STEM,3.14,4.0,,4773
Business,3.53,5.0,Admit,1381
Humanities,3.48,5.0,,5857
Humanities,3.53,5.0,,6058
Humanities,3.0,4.0,,2211
Business,3.48,4.0,,4621
STEM,3.3,7.0,,3313
Business,3.05,5.0,,1418
Business,3.2,4.0,,4034
STEM,2.91,5.0,,2977
STEM,3.35,3.0,,5929
Business,3.44,6.0,,321
Business,3.34,4.0,,1911
STEM,3.47,4.0,,4487
Business,3.14,5.0,,2262
Humanities,2.98,5.0,,4240
Business,3.14,5.0,,5030
STEM,3.17,6.0,,1935
Business,3.09,4.0,,4090
Business,3.44,5.0,,5653
Humanities,3.37,6.0,,3045
Business,3.25,5.0,,5082
STEM,3.34,4.0,Admit,3661
Business,3.39,5.0,,4681
Humanities,3.1,5.0,,99
Business,3.06,7.0,,2327
Business,3.19,5.0,,5327
STEM,3.14,4.0,,3399
Humanities,3.29,4.0,,118
Humanities,3.3,4.0,,828
Business,3.53,4.0,,3105
Business,2.97,2.0,,1160
STEM,3.11,5.0,,490
Business,3.29,5.0,,5758
Humanities,3.5,6.0,,2583
Business,3.01,5.0,,5249
Humanities,3.05,4.0,,2243
Humanities,3.55,5.0,Admit,3571
Humanities,3.38,5.0,Admit,5613
STEM,3.12,6.0,,2261
STEM,3.43,5.0,,3103
Humanities,3.34,5.0,,1799
STEM,3.13,6.0,,1336
Humanities,3.03,6.0,,3236
Humanities,3.12,4.0,,264
Humanities,2.95,4.0,,2294
STEM,3.01,7.0,,4636
Business,3.24,6.0,,5176
Humanities,3.17,6.0,,2855
STEM,3.12,4.0,,6189
Business,3.17,2.0,,1579
Business,3.58,5.0,,2244
STEM,3.43,5.0,,4698
STEM,3.22,5.0,,248
STEM,3.43,4.0,,3647
STEM,3.14,6.0,,3279
Humanities,3.54,5.0,Admit,5370
STEM,3.03,5.0,,1479
Humanities,3.16,5.0,,2348
STEM,3.19,6.0,,1342
STEM,3.29,4.0,,5593
Humanities,3.38,4.0,,861
Humanities,3.24,5.0,,3299
Humanities,3.76,5.0,,5573
Business,3.64,5.0,,4866
STEM,3.19,5.0,,1999
STEM,3.2,5.0,,1934
STEM,3.35,3.0,,1966
Humanities,3.15,4.0,,4077
Business,3.14,4.0,,3087
Business,3.47,6.0,Admit,6019
STEM,3.51,6.0,,1327
Humanities,3.45,6.0,,6146
Business,3.29,5.0,,723
STEM,3.0,6.0,,1477
Humanities,3.25,5.0,,5367
Humanities,3.15,5.0,,1172
Business,3.3,3.0,,3705
Business,3.1,5.0,,4019
Business,3.42,4.0,,5875
Business,3.59,6.0,Admit,3239
Business,3.13,5.0,,1686
Business,3.28,6.0,,6183
STEM,3.01,6.0,,5607
STEM,3.37,5.0,,1909
STEM,3.49,4.0,,1450
Humanities,3.12,5.0,,1259
STEM,3.17,4.0,,1545
Humanities,3.36,6.0,Admit,1585
STEM,3.0,4.0,,5617
Business,3.03,6.0,,4836
Business,3.04,5.0,,2041
STEM,3.2,5.0,,3782
Humanities,3.28,5.0,,5963
Humanities,3.1,6.0,,4425
STEM,3.26,3.0,Admit,679
STEM,3.39,4.0,Admit,1147
Humanities,3.16,6.0,,1963
Business,3.39,5.0,,4851
STEM,3.05,5.0,,5625
STEM,3.24,5.0,,1486
STEM,3.51,6.0,,895
Business,3.15,5.0,,278
Humanities,3.23,5.0,,5515
Business,3.34,4.0,,1146
Humanities,3.22,5.0,,3604
Humanities,3.41,6.0,Admit,4928
STEM,3.24,5.0,,3243
STEM,3.52,5.0,,3501
STEM,3.44,6.0,Admit,4398
Business,3.02,3.0,,4884
STEM,3.19,6.0,,4533
Humanities,3.12,5.0,,655
Business,3.19,2.0,,739
STEM,2.96,6.0,,4582
STEM,3.26,6.0,,5258
Humanities,3.04,5.0,,4466
Business,3.51,4.0,Admit,4749
STEM,3.44,5.0,,1014
Humanities,3.12,5.0,,5693
Business,3.39,5.0,,5006
STEM,3.29,4.0,,4694
Humanities,3.36,4.0,,2709
STEM,2.99,4.0,,4572
STEM,3.23,6.0,,1420
Humanities,2.97,5.0,,991
STEM,3.13,4.0,,4470
Humanities,3.31,6.0,,4080
Business,3.4,7.0,,4571
Humanities,3.35,5.0,,6098
Humanities,3.41,6.0,Admit,4194
Humanities,3.37,5.0,Admit,3172
Business,3.42,6.0,Admit,2888
STEM,3.27,6.0,,4566
Humanities,3.04,5.0,,526
Business,3.32,6.0,,4332
Business,3.21,4.0,,3053
Humanities,3.31,4.0,,2969
Business,3.26,6.0,Admit,2764
Humanities,3.41,4.0,Admit,2899
STEM,3.24,5.0,,4625
Humanities,3.3,5.0,,2175
Business,3.0,3.0,Admit,607
STEM,3.1,5.0,,2045
Humanities,3.53,6.0,,6024
Humanities,3.19,6.0,,4038
Business,3.11,4.0,,4413
STEM,3.25,4.0,,2858
Business,3.14,4.0,,3826
STEM,3.23,3.0,,5916
STEM,3.25,6.0,,2545
Business,3.27,5.0,Admit,484
Humanities,3.35,5.0,,6072
STEM,3.26,5.0,,6160
Humanities,3.45,5.0,Admit,961
Humanities,3.36,4.0,Admit,469
STEM,3.48,4.0,,4729
STEM,3.31,4.0,Admit,1458
Business,3.21,5.0,,2408
Humanities,3.36,5.0,,1223
Humanities,3.4,6.0,,1831
STEM,3.5,5.0,Admit,2819
Business,3.16,5.0,,2309
Humanities,3.4,4.0,,1362
Business,3.23,5.0,Admit,210
Business,3.35,5.0,Admit,5223
Humanities,3.74,4.0,Admit,1187
Humanities,3.32,5.0,,4280
Humanities,3.22,5.0,Admit,5473
STEM,3.26,3.0,,3489
STEM,3.24,5.0,,5662
STEM,3.39,4.0,,3484
Humanities,3.32,4.0,,3066
STEM,3.45,5.0,,5984
STEM,3.3,4.0,,3436
STEM,3.54,5.0,,6091
Humanities,3.36,4.0,Admit,171
Humanities,3.37,4.0,,5824
Humanities,3.32,4.0,,805
Business,3.16,5.0,,2696
STEM,3.14,5.0,,3414
STEM,3.43,7.0,,2494
Humanities,3.18,4.0,Admit,413
Business,3.28,5.0,,4978
Business,3.32,6.0,,3909
Business,3.29,5.0,,6177
Business,3.13,6.0,,3765
Humanities,3.16,4.0,,5394
Business,3.27,5.0,,5187
STEM,3.3,5.0,,275
Business,3.38,6.0,,5295
Humanities,2.87,6.0,,2569
STEM,3.27,5.0,,3180
Business,3.35,5.0,,3845
Humanities,3.11,5.0,,3497
STEM,3.03,4.0,,2754
Business,3.1,6.0,,4759
Business,3.19,4.0,,1459
Humanities,3.17,2.0,,312
Humanities,3.44,6.0,,4553
Humanities,3.35,4.0,Admit,2592
STEM,3.03,4.0,,1047
Humanities,3.13,5.0,,2112
Business,3.18,6.0,,4351
STEM,3.54,3.0,,5628
Humanities,3.35,4.0,Admit,5135
STEM,3.15,5.0,Admit,169
Humanities,3.19,5.0,,4438
Humanities,3.26,5.0,,5452
Business,3.25,6.0,,2985
Business,3.27,4.0,Admit,2005
Business,3.18,3.0,,1083
Business,3.22,6.0,,5349
STEM,3.23,5.0,,6170
STEM,3.19,4.0,,2528
Humanities,3.37,6.0,Admit,3875
STEM,3.59,3.0,,2831
STEM,3.1,5.0,,5805
Business,3.23,6.0,,3522
Humanities,3.26,4.0,,2898
STEM,3.41,6.0,Admit,912
STEM,3.3,4.0,,5948
Business,2.95,5.0,,6121
STEM,3.45,4.0,,3292
STEM,3.26,5.0,Admit,4292
STEM,3.49,5.0,Admit,1396
STEM,3.2,6.0,,1996
Humanities,3.3,6.0,,770
Business,3.29,5.0,,5659
Humanities,3.4,6.0,,5497
Humanities,3.22,5.0,Waitlist,5093
Humanities,3.22,4.0,,36
STEM,3.23,5.0,,5986
Humanities,3.17,6.0,,2943
Business,3.32,6.0,,4004
STEM,3.2,5.0,,1762
Humanities,3.33,4.0,,5380
STEM,3.24,5.0,,479
STEM,3.36,6.0,,5417
Business,3.21,4.0,,1296
Business,3.34,5.0,Admit,685
Humanities,3.42,6.0,Admit,3025
STEM,3.53,4.0,Admit,4887
Humanities,3.28,6.0,,740
Business,3.17,6.0,,879
Business,3.47,6.0,,2771
STEM,3.01,5.0,,2604
Humanities,3.1,5.0,,3010
STEM,3.35,6.0,,1838
Humanities,2.99,5.0,,5415
STEM,3.34,5.0,,5239
Business,3.19,5.0,,2035
Business,3.06,5.0,,2000
Business,3.19,6.0,,2161
Business,3.3,5.0,,4344
Business,3.24,5.0,,5660
Humanities,3.38,6.0,Admit,4155
STEM,3.32,5.0,,4948
Humanities,3.62,5.0,,5972
STEM,3.27,4.0,,4722
STEM,3.31,5.0,,2581
Humanities,3.13,5.0,,5064
Humanities,3.5,5.0,Admit,975
Humanities,3.23,7.0,,3618
Humanities,3.41,3.0,Admit,5340
Business,3.39,6.0,,1392
STEM,3.45,6.0,Admit,6118
Humanities,3.39,5.0,Admit,2421
Business,3.13,5.0,,5244
Business,3.36,6.0,Admit,4744
Business,3.1,7.0,,87
Business,3.08,5.0,,3916
STEM,3.16,6.0,,906
STEM,3.25,4.0,,2585
Business,3.1,7.0,,293
Humanities,3.31,6.0,,5042
Humanities,3.12,5.0,,5485
Humanities,3.28,5.0,,3133
