chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed acidity,volatile acidity,citric acid,residual sugar,wine_id,wine_id_r
0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5.0,8.6,0.47,0.27,2.3,618865.0,618865.0
0.076,22.0,53.0,0.9957,3.32,0.62,9.3,5.0,6.6,0.44,0.15,2.1,809477.0,809477.0
0.064,12.0,27.0,0.9929,3.33,0.59,12.8,6.0,6.5,0.51,0.15,3.0,507077.0,507077.0
0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6.0,7.7,0.26,0.3,1.7,441538.0,441538.0
0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6.0,7.1,0.75,0.01,2.2,668815.0,668815.0
0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6.0,5.7,0.6,0.0,1.4,994411.0,994411.0
0.092,15.0,54.0,1.0,3.03,0.66,10.2,5.0,12.1,0.4,0.52,2.0,233098.0,233098.0
0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7.0,10.1,0.31,0.35,1.6,683755.0,683755.0
0.111,50.0,110.0,0.9983,3.26,0.77,9.4,5.0,7.5,0.63,0.12,5.1,214761.0,214761.0
0.06,4.0,11.0,0.99592,3.53,0.64,10.9,4.0,6.8,0.91,0.06,2.0,675770.0,675770.0
0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6.0,13.7,0.415,0.68,2.9,450303.0,450303.0
0.079,13.0,26.0,0.99547,3.38,0.64,9.8,6.0,6.9,0.49,0.19,1.7,980013.0,980013.0
0.096,17.0,69.0,0.99734,3.26,0.63,10.2,6.0,8.7,0.63,0.28,2.7,514261.0,514261.0
0.067,19.0,32.0,0.99648,3.52,0.57,11.0,4.0,6.7,1.04,0.08,2.3,710506.0,710506.0
0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5.0,7.3,0.365,0.49,2.5,936232.0,936232.0
0.071,21.0,68.0,0.9992,3.46,0.63,9.5,5.0,9.5,0.59,0.44,2.3,664900.0,664900.0
0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7.0,8.3,0.31,0.39,2.4,182898.0,182898.0
0.086,6.0,29.0,0.9974,3.38,0.5,9.0,4.0,7.4,0.59,0.08,4.4,167580.0,167580.0
0.078,27.0,67.0,0.99648,3.6,0.59,11.1,6.0,7.3,0.43,0.24,2.5,281485.0,281485.0
0.067,8.0,20.0,0.99603,3.39,0.6,10.5,5.0,8.4,0.29,0.4,1.7,319999.0,319999.0
0.052,5.0,9.0,0.99458,3.2,0.69,12.1,7.0,10.2,0.34,0.48,2.1,292745.0,292745.0
0.387,12.0,37.0,0.9982,3.17,0.67,9.6,5.0,9.5,0.55,0.66,2.3,189463.0,189463.0
0.088,16.0,32.0,0.99756,3.58,0.67,10.2,5.0,7.4,0.965,0.0,2.2,773949.0,773949.0
0.1939999999999999,14.0,26.0,0.99536,3.22,0.78,12.0,6.0,8.4,0.31,0.29,3.1,384255.0,384255.0
0.071,5.0,13.0,0.99659,3.15,0.75,10.5,6.0,9.6,0.38,0.42,1.9,680626.0,680626.0
0.054,34.0,64.0,0.99724,3.41,0.68,10.4,6.0,6.4,0.42,0.09,2.3,606810.0,606810.0
0.076,19.0,40.0,0.9961,3.41,0.59,10.1,5.0,6.9,0.55,0.15,2.2,250947.0,250947.0
0.078,29.0,66.0,0.9971,3.45,0.59,9.5,6.0,7.6,0.4,0.29,1.9,375463.0,375463.0
0.049,36.0,109.0,0.99007,2.89,0.44,12.7,6.0,8.0,0.18,0.37,0.9,162596.0,162596.0
0.086,7.0,31.0,0.9946,3.11,0.46,10.0,5.0,8.2,0.885,0.2,1.4,872116.0,872116.0
0.099,19.0,50.0,0.99783,3.1,0.58,10.4,5.0,11.2,0.4,0.5,2.0,231321.0,231321.0
0.055,27.0,33.0,0.9922,3.45,0.48,12.3,6.0,6.3,0.47,0.0,1.4,260150.0,260150.0
0.092,15.0,54.0,0.997,3.26,0.65,9.8,5.0,7.8,0.76,0.04,2.3,639480.0,639480.0
0.0819999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,6.0,7.1,0.59,0.02,2.3,523500.0,523500.0
0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6.0,10.2,0.645,0.36,1.8,212683.0,212683.0
0.092,14.0,44.0,0.998,3.12,0.74,10.0,6.0,9.5,0.46,0.24,2.7,586413.0,586413.0
0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6.0,11.9,0.37,0.69,2.3,548530.0,548530.0
0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5.0,9.6,0.68,0.24,2.2,674231.0,674231.0
0.078,18.0,30.0,0.99402,3.45,0.54,11.2,6.0,6.1,0.48,0.09,1.7,186468.0,186468.0
0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6.0,12.8,0.84,0.63,2.4,423990.0,423990.0
0.078,15.0,60.0,0.99638,3.31,0.54,9.8,5.0,7.3,0.585,0.18,2.4,335127.0,335127.0
0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6.0,6.8,0.51,0.01,2.1,272345.0,272345.0
0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5.0,7.2,0.66,0.03,2.3,726393.0,726393.0
0.09,23.0,74.0,0.9953,3.71,0.62,12.2,6.0,5.2,0.49,0.26,2.3,543016.0,543016.0
0.08,36.0,111.0,0.99524,3.1,0.53,9.7,5.0,6.7,0.48,0.02,2.2,301552.0,301552.0
0.094,35.0,106.0,0.9982,3.1,0.53,9.2,5.0,8.9,0.48,0.24,2.85,620759.0,620759.0
0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,6.0,11.3,0.34,0.45,2.0,978209.0,978209.0
0.0819999999999999,43.0,60.0,0.99499,3.1,0.42,9.2,5.0,7.5,0.59,0.22,1.8,584966.0,584966.0
0.076,33.0,45.0,0.99612,3.31,0.62,10.7,6.0,7.6,0.78,0.0,1.7,996680.0,996680.0
0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7.0,12.0,0.37,0.76,4.2,633841.0,633841.0
0.091,9.0,14.0,0.99488,3.42,0.55,11.5,7.0,7.1,0.59,0.0,2.1,753138.0,753138.0
0.068,41.0,54.0,0.99754,3.38,0.86,10.5,6.0,10.2,0.4,0.4,2.5,988808.0,988808.0
0.07,15.0,40.0,1.0004,3.06,0.49,9.0,5.0,13.3,0.43,0.58,1.9,113212.0,113212.0
0.089,14.0,27.0,0.99592,3.3,0.59,10.4,6.0,7.5,0.57,0.08,2.6,556774.0,556774.0
0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6.0,10.9,0.53,0.49,4.6,270767.0,270767.0
0.077,11.0,40.0,0.9978,3.39,0.61,10.0,6.0,8.3,0.54,0.28,1.9,257006.0,257006.0
0.078,12.0,39.0,0.9977,3.5,0.7,9.9,6.0,7.4,0.68,0.16,1.8,429635.0,429635.0
0.08,22.0,39.0,0.99701,3.4,0.74,9.7,5.0,6.8,0.67,0.0,1.9,853684.0,853684.0
0.102,7.0,16.0,0.99586,3.43,0.46,10.0,5.0,7.2,1.0,0.0,3.0,540259.0,540259.0
0.0819999999999999,12.0,29.0,0.9997,3.11,1.36,9.8,7.0,12.5,0.28,0.54,2.3,516393.0,516393.0
0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6.0,6.9,0.54,0.04,3.0,723919.0,723919.0
0.074,4.0,25.0,0.99534,3.38,0.45,9.6,5.0,6.8,0.83,0.09,1.8,552576.0,552576.0
0.09,18.0,58.0,0.998,3.34,0.7,9.6,6.0,8.5,0.37,0.2,2.8,716053.0,716053.0
0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6.0,8.7,0.69,0.31,3.0,111902.0,111902.0
0.07,5.0,14.0,0.9967,3.32,0.58,11.0,4.0,8.3,0.845,0.01,2.2,353479.0,353479.0
0.07,51.0,70.0,0.99418,3.34,0.82,12.9,6.0,7.3,0.52,0.32,2.1,943080.0,943080.0
0.069,26.0,120.0,0.99625,3.29,0.53,9.3,5.0,7.8,0.57,0.31,1.8,197609.0,197609.0
0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6.0,8.7,0.69,0.31,3.0,638188.0,638188.0
0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6.0,6.8,0.41,0.31,8.8,978084.0,978084.0
0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5.0,7.0,0.58,0.12,1.9,150160.0,150160.0
0.075,32.0,44.0,0.99547,3.57,0.71,10.2,5.0,5.9,0.645,0.12,2.0,961429.0,961429.0
0.078,28.0,139.0,0.99788,3.21,0.57,9.5,5.0,9.2,0.53,0.24,2.6,423877.0,423877.0
0.088,16.0,39.0,0.9961,3.34,0.55,9.2,5.0,7.0,0.42,0.35,1.6,955790.0,955790.0
0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5.0,6.9,0.5,0.04,1.5,604238.0,604238.0
0.073,7.0,11.0,0.99425,3.61,0.54,11.4,5.0,6.2,0.46,0.17,1.6,864682.0,864682.0
0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6.0,7.7,0.43,0.25,2.6,735706.0,735706.0
0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6.0,10.9,0.53,0.49,4.6,768090.0,768090.0
0.0969999999999999,24.0,66.0,0.99785,3.39,0.61,9.4,5.0,7.6,0.54,0.13,2.5,997222.0,997222.0
0.096,20.0,38.0,0.9978,3.4,0.53,9.5,5.0,7.9,0.72,0.17,2.6,272607.0,272607.0
0.0559999999999999,11.0,25.0,0.9967,3.32,0.87,8.7,6.0,7.9,0.24,0.4,1.6,136012.0,136012.0
0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6.0,6.8,0.56,0.22,1.8,171939.0,171939.0
0.094,10.0,45.0,0.99576,3.24,0.5,9.8,5.0,7.3,0.74,0.08,1.7,356629.0,356629.0
0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6.0,10.6,0.31,0.49,2.5,802424.0,802424.0
0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6.0,7.6,0.29,0.49,2.7,296065.0,296065.0
0.0819999999999999,27.0,51.0,0.99634,3.49,0.64,10.4,5.0,7.1,0.43,0.17,1.8,987361.0,987361.0
0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6.0,10.8,0.4,0.41,2.2,947775.0,947775.0
0.083,7.0,49.0,0.99718,3.35,0.68,10.3,5.0,6.6,0.64,0.31,6.1,342347.0,342347.0
0.114,6.0,24.0,0.997,3.06,0.66,13.4,6.0,10.6,0.44,0.68,4.1,156579.0,156579.0
0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6.0,7.7,0.43,0.25,2.6,326344.0,326344.0
0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5.0,8.2,0.7,0.23,2.0,783018.0,783018.0
0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5.0,10.6,0.36,0.6,2.2,891543.0,891543.0
0.166,6.0,12.0,0.99551,3.56,0.51,10.8,5.0,6.5,0.885,0.0,2.3,816965.0,816965.0
0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6.0,10.3,0.5,0.42,2.0,352809.0,352809.0
0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5.0,7.9,0.69,0.21,2.1,203912.0,203912.0
0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6.0,7.0,0.65,0.02,2.1,743959.0,743959.0
0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5.0,8.0,0.57,0.23,3.2,992348.0,992348.0
0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7.0,9.4,0.395,0.46,4.6,775158.0,775158.0
0.084,4.0,18.0,0.99682,3.26,0.57,9.9,6.0,8.4,0.52,0.22,2.7,217134.0,217134.0
0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7.0,5.4,0.835,0.08,1.2,810820.0,810820.0
0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5.0,9.3,0.715,0.24,2.1,606206.0,606206.0
0.105,11.0,86.0,1.001,3.43,0.64,11.3,4.0,10.1,0.935,0.22,3.4,501587.0,501587.0
0.078,21.0,56.0,0.99633,3.52,0.6,9.5,6.0,6.2,0.43,0.22,1.8,401306.0,401306.0
0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7.0,9.4,0.27,0.53,2.4,587979.0,587979.0
0.069,32.0,73.0,0.99654,3.34,0.57,10.0,5.0,9.0,0.6,0.29,2.0,870589.0,870589.0
0.074,40.0,64.0,0.99529,3.12,0.49,9.6,5.0,6.8,0.48,0.08,1.8,233658.0,233658.0
0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8.0,9.4,0.3,0.56,2.8,371423.0,371423.0
0.067,7.0,12.0,0.99354,3.25,0.55,12.3,7.0,8.9,0.28,0.45,1.7,648004.0,648004.0
0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5.0,11.9,0.38,0.49,2.7,444051.0,444051.0
0.087,18.0,72.0,1.0001,3.31,0.53,9.7,5.0,9.4,0.615,0.28,3.2,678143.0,678143.0
0.267,16.0,29.0,0.99471,3.32,0.51,9.8,3.0,6.8,0.815,0.0,1.2,621402.0,621402.0
0.07,3.0,22.0,0.9963,3.25,0.63,9.2,5.0,7.0,0.5,0.25,2.0,166023.0,166023.0
0.063,6.0,25.0,0.9997,3.03,0.57,9.9,5.0,12.7,0.6,0.65,2.3,836886.0,836886.0
0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7.0,11.6,0.32,0.55,2.8,400011.0,400011.0
0.091,8.0,38.0,0.998,3.47,0.66,9.6,6.0,7.6,0.51,0.24,2.4,372864.0,372864.0
0.078,10.0,21.0,0.99576,3.15,0.49,9.9,5.0,9.2,0.56,0.18,1.6,440907.0,440907.0
0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7.0,9.8,0.66,0.39,3.2,287803.0,287803.0
0.076,11.0,24.0,1.0,3.16,0.69,9.0,5.0,10.4,0.575,0.61,2.6,900475.0,900475.0
0.042,3.0,11.0,0.9944,3.48,0.85,11.7,6.0,5.9,0.44,0.0,1.6,295794.0,295794.0
0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5.0,7.2,0.62,0.06,2.7,638170.0,638170.0
0.062,13.0,33.0,0.9983,3.27,0.66,10.0,6.0,9.7,0.31,0.47,1.6,962980.0,962980.0
0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6.0,6.8,0.64,0.0,2.7,642234.0,642234.0
0.074,32.0,98.0,0.99578,3.33,0.62,9.8,5.0,6.2,0.46,0.29,2.1,981603.0,981603.0
0.074,10.0,21.0,0.9976,2.98,0.66,9.9,7.0,12.0,0.28,0.49,1.9,260668.0,260668.0
0.049,17.0,99.0,0.9937,3.63,0.63,13.0,5.0,5.6,0.5,0.09,2.3,244162.0,244162.0
0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5.0,7.0,0.6,0.3,4.5,548643.0,548643.0
0.067,28.0,48.0,0.99576,3.43,0.54,10.0,4.0,7.3,0.35,0.24,2.0,988558.0,988558.0
0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5.0,9.3,0.43,0.44,1.9,156463.0,156463.0
0.1119999999999999,13.0,95.0,0.997,3.16,0.54,9.1,5.0,8.4,0.665,0.61,2.0,692967.0,692967.0
0.103,32.0,54.0,0.99586,3.51,0.66,11.3,6.0,6.3,0.68,0.01,3.7,505252.0,505252.0
0.08,15.0,42.0,0.9978,3.31,0.64,9.0,5.0,7.5,0.42,0.31,1.6,493480.0,493480.0
0.06,12.0,20.0,0.99474,3.26,0.64,11.8,6.0,7.5,0.52,0.4,2.2,754585.0,754585.0
0.065,34.0,60.0,0.99714,3.46,0.78,9.9,5.0,7.2,0.39,0.32,1.8,464907.0,464907.0
0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6.0,13.3,0.34,0.52,3.2,807533.0,807533.0
0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6.0,9.5,0.735,0.1,2.1,809894.0,809894.0
0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5.0,6.8,0.61,0.04,1.5,735965.0,735965.0
0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6.0,6.3,0.51,0.13,2.3,457541.0,457541.0
0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5.0,8.9,0.635,0.37,1.7,738841.0,738841.0
0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6.0,7.5,0.55,0.24,2.0,966267.0,966267.0
0.076,11.0,34.0,0.9978,3.51,0.56,9.4,5.0,7.4,0.7,0.0,1.9,565548.0,565548.0
0.088,4.0,14.0,0.9994,3.44,0.52,11.5,5.0,8.9,0.875,0.13,3.45,806887.0,806887.0
0.113,12.0,37.0,0.9969,3.25,0.58,9.5,5.0,8.7,0.29,0.52,1.6,833745.0,833745.0
0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6.0,8.6,0.45,0.31,2.6,309567.0,309567.0
0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5.0,8.1,0.66,0.7,2.2,621658.0,621658.0
0.118,13.0,20.0,0.9954,3.42,0.67,11.3,6.0,6.8,0.67,0.15,1.8,492953.0,492953.0
0.086,30.0,109.0,0.9998,3.27,0.57,9.3,5.0,8.9,0.595,0.41,7.9,934145.0,934145.0
0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5.0,10.2,0.24,0.49,2.4,468813.0,468813.0
0.087,21.0,43.0,0.9964,3.32,0.57,10.5,6.0,7.6,0.41,0.14,3.0,974791.0,974791.0
0.092,28.0,104.0,0.9983,3.1,0.56,9.2,5.0,9.0,0.46,0.23,2.8,756556.0,756556.0
0.073,7.0,13.0,0.99658,3.3,0.62,12.1,7.0,8.8,0.33,0.41,5.9,408645.0,408645.0
0.069,15.0,59.0,0.9964,3.3,0.46,9.4,5.0,7.9,0.6,0.06,1.6,368026.0,368026.0
0.0559999999999999,15.0,34.0,0.99396,3.48,0.57,11.5,6.0,6.2,0.51,0.14,1.9,498050.0,498050.0
0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8.0,10.3,0.32,0.45,6.4,610520.0,610520.0
0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5.0,8.6,0.52,0.38,1.5,295928.0,295928.0
0.08,3.0,8.0,0.99817,3.27,0.58,11.0,5.0,8.6,0.37,0.65,6.4,668205.0,668205.0
0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5.0,7.6,0.74,0.0,1.9,729793.0,729793.0
0.06,17.0,26.0,0.9952,3.4,0.58,9.8,6.0,6.6,0.5,0.01,1.5,170873.0,170873.0
0.071,6.0,15.0,0.9988,2.99,0.87,10.2,5.0,12.5,0.46,0.63,2.0,918294.0,918294.0
0.0819999999999999,6.0,11.0,0.99538,3.44,0.54,12.2,6.0,7.6,0.43,0.4,2.7,912536.0,912536.0
0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6.0,7.8,0.55,0.0,1.7,314164.0,314164.0
0.078,26.0,121.0,0.9978,3.23,0.58,9.2,5.0,9.0,0.44,0.49,2.4,451134.0,451134.0
0.07,13.0,26.0,0.99358,3.4,0.72,12.5,7.0,6.6,0.52,0.08,2.4,632817.0,632817.0
0.1009999999999999,13.0,49.0,0.9962,3.14,0.57,11.0,5.0,8.7,0.625,0.16,2.0,313750.0,313750.0
0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7.0,9.2,0.41,0.5,2.5,101943.0,101943.0
0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5.0,9.1,0.45,0.35,2.4,408514.0,408514.0
0.089,15.0,46.0,0.9979,3.11,0.92,10.0,6.0,9.6,0.56,0.31,2.8,485337.0,485337.0
0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6.0,11.4,0.6,0.49,2.7,156341.0,156341.0
0.054,7.0,19.0,0.998,3.31,0.88,10.5,7.0,11.0,0.3,0.58,2.1,873644.0,873644.0
0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6.0,10.0,0.59,0.31,2.2,217435.0,217435.0
0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6.0,7.9,0.765,0.0,2.0,637021.0,637021.0
0.074,3.0,8.0,0.9981,3.14,0.7,9.9,6.0,11.6,0.23,0.57,1.8,879911.0,879911.0
0.08,27.0,46.0,0.99592,3.02,0.47,9.2,5.0,7.5,0.58,0.03,4.1,369637.0,369637.0
0.084,6.0,12.0,0.99672,3.34,0.49,9.7,4.0,7.5,0.755,0.0,1.9,485257.0,485257.0
0.065,34.0,60.0,0.99492,3.34,0.85,11.4,6.0,7.5,0.31,0.41,2.4,325463.0,325463.0
0.077,5.0,11.0,0.9958,3.33,0.53,10.3,6.0,7.3,0.33,0.47,2.1,887798.0,887798.0
0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7.0,6.7,0.28,0.28,2.4,749494.0,749494.0
0.089,16.0,59.0,0.9943,3.58,0.52,9.9,5.0,5.6,0.615,0.0,1.6,828526.0,828526.0
0.084,11.0,50.0,0.9972,3.4,0.61,10.2,6.0,8.3,0.61,0.3,2.1,587235.0,587235.0
0.1,20.0,57.0,0.99598,3.6,0.74,11.7,6.0,6.7,0.86,0.07,2.0,236332.0,236332.0
0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5.0,6.9,0.52,0.25,2.6,222809.0,222809.0
0.049,5.0,13.0,0.9942,3.72,0.58,11.4,5.0,5.6,0.54,0.04,1.7,252838.0,252838.0
0.068,8.0,17.0,0.99735,3.23,0.44,10.0,5.0,8.6,0.55,0.09,3.3,667973.0,667973.0
0.103,6.0,14.0,0.9978,3.34,0.52,10.0,4.0,9.9,0.5,0.24,2.3,804961.0,804961.0
0.0579999999999999,18.0,22.0,0.99573,3.21,0.68,9.9,6.0,7.2,0.53,0.13,2.0,525742.0,525742.0
0.071,45.0,88.0,0.99524,3.33,0.76,11.8,7.0,8.5,0.18,0.51,1.75,842841.0,842841.0
0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5.0,7.9,0.33,0.23,1.7,922117.0,922117.0
0.072,31.0,92.0,0.99566,3.32,0.68,11.1,6.0,7.3,0.67,0.02,2.2,194626.0,194626.0
0.086,5.0,12.0,0.9958,3.54,0.6,11.2,4.0,7.5,1.115,0.1,3.1,680287.0,680287.0
0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6.0,9.1,0.5,0.3,1.9,975092.0,975092.0
0.064,53.0,77.0,0.99604,3.47,0.87,11.0,7.0,8.6,0.22,0.36,1.9,627872.0,627872.0
0.1169999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,5.0,8.6,0.725,0.24,6.6,722103.0,722103.0
0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5.0,9.0,0.82,0.14,2.6,168042.0,168042.0
0.073,23.0,44.0,0.99656,3.38,0.79,11.1,6.0,7.6,0.35,0.6,2.6,411173.0,411173.0
0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6.0,7.1,0.59,0.01,2.3,289947.0,289947.0
0.064,14.0,19.0,0.99758,3.25,0.57,10.4,6.0,11.1,0.44,0.42,2.2,484188.0,484188.0
0.077,3.0,19.0,0.995,3.16,0.46,9.8,5.0,7.8,0.53,0.01,1.6,916362.0,916362.0
0.095,48.0,59.0,0.99541,3.61,0.7,11.5,6.0,6.5,0.61,0.0,2.2,158711.0,158711.0
0.054,19.0,49.0,0.99666,3.4,0.76,10.9,7.0,7.4,0.25,0.29,2.2,313256.0,313256.0
0.098,6.0,15.0,0.9956,3.3,0.64,11.4,6.0,8.0,0.38,0.44,1.9,325975.0,325975.0
0.05,5.0,13.0,0.9974,3.04,0.79,10.2,6.0,10.1,0.28,0.46,1.8,713174.0,713174.0
0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6.0,7.0,0.65,0.02,2.1,738359.0,738359.0
0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5.0,8.8,0.47,0.49,2.9,930912.0,930912.0
0.093,11.0,28.0,0.9994,3.36,0.86,9.4,6.0,9.1,0.785,0.0,2.6,362155.0,362155.0
0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6.0,10.9,0.39,0.47,1.8,181410.0,181410.0
0.076,23.0,94.0,0.99686,3.21,0.58,9.5,6.0,7.9,0.58,0.23,2.3,140225.0,140225.0
0.085,9.0,34.0,0.99736,3.24,0.77,12.1,7.0,11.1,0.42,0.47,2.65,559034.0,559034.0
0.066,35.0,70.0,0.99588,3.43,0.62,10.1,5.0,7.3,0.32,0.23,2.3,357573.0,357573.0
0.075,3.0,13.0,0.998,3.49,0.52,9.2,5.0,7.3,0.695,0.0,2.5,712528.0,712528.0
0.054,7.0,15.0,0.99458,3.32,0.8,11.9,7.0,7.9,0.2,0.35,1.7,602285.0,602285.0
0.075,13.0,40.0,0.9978,3.51,0.56,9.4,5.0,7.4,0.66,0.0,1.8,441848.0,441848.0
0.066,3.0,20.0,0.9954,3.34,0.58,9.4,5.0,6.3,0.39,0.08,1.7,996844.0,996844.0
0.114,15.0,64.0,0.99588,3.22,0.59,9.5,6.0,7.0,0.745,0.12,1.8,521279.0,521279.0
0.1119999999999999,11.0,38.0,0.99699,3.24,0.56,10.9,5.0,9.2,0.54,0.31,2.3,966312.0,966312.0
0.065,15.0,24.0,0.99514,3.44,0.68,10.55,7.0,7.0,0.56,0.17,1.7,330054.0,330054.0
0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5.0,8.7,0.78,0.51,1.7,487609.0,487609.0
0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5.0,8.0,0.43,0.36,2.3,702563.0,702563.0
0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6.0,11.5,0.315,0.54,2.1,652232.0,652232.0
0.074,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,6.0,6.9,0.84,0.21,4.1,390335.0,390335.0
0.109,10.0,23.0,1.0,3.15,0.85,10.4,7.0,11.9,0.43,0.66,3.1,845592.0,845592.0
0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6.0,10.2,0.54,0.37,15.4,948228.0,948228.0
0.071,15.0,24.0,0.9951,3.29,0.66,10.8,6.0,7.1,0.53,0.07,1.7,634660.0,634660.0
0.047,26.0,48.0,0.99661,3.47,0.77,9.7,6.0,6.4,0.36,0.21,2.2,375145.0,375145.0
0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4.0,12.5,0.46,0.49,4.5,380525.0,380525.0
0.071,27.0,58.0,0.995,3.61,0.49,12.7,6.0,6.4,0.865,0.03,3.2,435968.0,435968.0
0.122,10.0,41.0,0.998,3.23,0.66,12.5,6.0,10.2,0.36,0.64,2.9,547232.0,547232.0
0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5.0,7.4,0.64,0.07,1.8,711760.0,711760.0
0.071,6.0,26.0,0.99791,3.07,0.6,10.4,4.0,12.0,0.63,0.5,1.4,282081.0,282081.0
0.095,5.0,77.0,0.99747,3.13,0.62,9.1,6.0,8.2,0.64,0.27,2.0,141797.0,141797.0
0.0819999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,6.0,7.1,0.59,0.02,2.3,164347.0,164347.0
0.038,15.0,25.0,0.99514,3.44,0.65,11.1,6.0,6.4,0.38,0.14,2.2,503320.0,503320.0
0.07,27.0,73.0,0.99669,3.32,0.48,9.2,5.0,6.4,0.57,0.14,3.9,351535.0,351535.0
0.077,15.0,48.0,0.99739,3.2,0.47,9.7,6.0,8.9,0.745,0.18,2.5,263077.0,263077.0
0.092,35.0,103.0,0.9969,3.3,0.75,10.5,7.0,8.5,0.28,0.56,1.8,102220.0,102220.0
0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6.0,7.8,0.46,0.26,1.9,913599.0,913599.0
0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7.0,10.5,0.24,0.47,2.1,961459.0,961459.0
